title,release_year,artists,genres,region
Symphonic Poems,1970.0,Franz Liszt; Paul Paray; Orchestre National De L'Opéra De Monte-Carlo,Classical,UK
Scheherazade Aus „Tausend Und Eine Nacht“,,Nikolai Rimsky-Korsakov; Simfonični Orkester RTV Ljubljana; Anton Nanut,Classical,
Oboe Concertos,1971.0,Wolfgang Amadeus Mozart; Richard Strauss; Heinz Holliger; New Philharmonia Orchestra; Edo de Waart,Classical,Europe
Sinfonie Nr. 8 (H-moll Op. Posth. – Unvollendete),1957.0,Franz Schubert,Classical,Germany
Eine Kleine Nachtmusik,1989.0,Wolfgang Amadeus Mozart; Orpheus Chamber Orchestra,Classical,Europe
Solveigs Sang / Sæterjentens Söndag,,Kirsten Flagstad,Classical,Norway
Меланхолическая Серенада / Интродукция И Рондо-каприччиозо,1958.0,Leonid Kogan; Pyotr Ilyich Tchaikovsky; Camille Saint-Saëns,Classical,USSR
Symphonie Nr. 7,,Anton Bruckner; Chicago Symphony Orchestra; Daniel Barenboim,Classical,Germany
Cantata Misericordium / Sinfonia Da Requiem,1965.0,Benjamin Britten; Peter Pears; Dietrich Fischer-Dieskau; London Symphony Orchestra; London Symphony Chorus; New Philharmonia Orchestra,Classical,UK
Symphony No. 6,2008.0,Anton Bruckner; Joseph Keilberth; Berliner Philharmoniker,Classical,Japan
Faust,1979.0,Charles Gounod; Franco Corelli; Joan Sutherland; Nicolai Ghiaurov; London Symphony Orchestra; Richard Bonynge,Classical,Australia
Фантазия / Экспромты / Ноктюрны / Скерцо,1964.0,Wolfgang Amadeus Mozart; Franz Schubert; Frédéric Chopin; Vladimir Sofronitsky,Classical,USSR
Sky High,1995.0,Will Tuttle,Classical,US
Ett Är Av Säng,2008.0,Choeur De L'Eglise Suédoise De Paris,Classical,France
Bratr Žak (Týden Nové Tvorby 1982 Operní Burza),1982.0,Miloš Vacek,Classical,Czechoslovakia
Highlights Of Gilbert & Sullivan,,CWS (Manchester) Band; Alex Mortimer,Classical,UK
Konzert Für Violine Und Orchester D-Moll Op. 47,,Jean Sibelius; David Oistrach; Sixten Ehrling,Classical,Germany
Harry Grodberg ,,Harry Grodberg,Classical,USSR
Symphony No 2 'Lobgesang',2017.0,Felix Mendelssohn-Bartholdy; John Eliot Gardiner; Lucy Crowe; Jurgita Adamonytė; Michael Spyres; The Monteverdi Choir; London Symphony Orchestra,Classical,UK
Oficio De Difuntos,2008.0,Francisco J. García Fajer; La Grande Chapelle; Schola Antiqua (2); Albert Recasens,Classical,Spain
Six Sonatas For Violin And Harpsichord,1992.0,Leonid Kogan; Johann Sebastian Bach,Classical,Russia
The John Williams Collection,1978.0,John Williams (7),Classical,New Zealand
Ariadne Auf Naxos,1968.0,Richard Strauss; Gundula Janowitz; James King (3); Teresa Żylis-Gara; Sylvia Geszty; Theo Adam; Peter Schreier; Hermann Prey; Staatskapelle Dresden; Rudolf Kempe,Classical,UK
Schwarzer Peter (Kurzfassung),2004.0,Norbert Schultze; Anneliese Rothenberger; Heinz Hoppe; Hermann Prey; Gerhard Unger; Toni Blankenheim; Hans-Joachim Kulenkampff,Classical,Europe
The Best Of Concert Accordion,2007.0,Nihad Hrustanbegović,Classical,Netherlands
Two Trumpet Concertos - Haydn: Concerto In C Major / Mozart: Concerto In C Major,1979.0,Maurice André; Joseph Haydn; Wolfgang Amadeus Mozart,Classical,Australia
1ere Sonate Op.13 / Sonate / Tzigane,2003.0,Vadim Tchijik; Cédric Tiberghien; Gabriel Fauré; Maurice Ravel,Classical,France
ロック・ミーツ・ストリングス = Destruction ~Rock Meets Strings~,1998.0,Morgaua Quartet; Morgaua Quartet,Classical,Japan
3 Duos Pour Piano-Forte & Harpe = 3 Duets For The Forte-Piano And Harp,1991.0,Joseph Wölfl; Laure Colladant; Catherine Michel,Classical,France
Prince Of Peace Lutheran Day School Choir,,Prince Of Peace Lutheran Day School Choir,Classical,US
Terug Naar Het Verleden,2000.0,Various,Classical,Netherlands
Joyas De La Música - Volumen 13,,Various,Classical,Argentina
A Night On Bare Mountain - Stokowski Conducts A Russian Spectacular,2007.0,Leopold Stokowski; Modest Mussorgsky; Nikolai Rimsky-Korsakov; Reinhold Glière; Pyotr Ilyich Tchaikovsky; Alexander Borodin,Classical,UK
"Symphony No. 3 ""Eroica"" ""Fidelio"" Overture",1997.0,Ludwig van Beethoven; The Philadelphia Orchestra; Riccardo Muti,Classical,Europe
Symphonie Nr. 6 H-Moll Op.74 - Pathetique -,,Pyotr Ilyich Tchaikovsky; Eurosymphonie-Orchester,Classical,Germany
"Symphony No. 9 In D Minor, Op. 125 ""Choral""",1981.0,Ludwig van Beethoven; Wiener Singverein; Vienna Pro Musica Orchestra; Jascha Horenstein,Classical,Netherlands
Ouvertüren,,Gioacchino Rossini; London Symphony Orchestra; Claudio Abbado,Classical,Germany
La Sagra Della Primavera / Quattro Studi Per Orchestra ,,Igor Stravinsky; Pierre Boulez; Orchestre National De France,Classical,Italy
Interploitation,2022.0,Lukas Lauermann,Classical,Austria
3 Sonatas Para Violín y Piano,2007.0,Johannes Brahms; Erika Dobosiewicz; Edward Wolanin,Classical,Mexico
"Poulenc, Dupré, Messiaen, Bonnet",1995.0,Francis Poulenc; Marcel Dupré; Olivier Messiaen; Joseph Bonnet; Kalevi Kiviniemi; Moscow Chamber Orchestra; Constantine Orbelian,Classical,Finland
"Pictures at an Exhibition, Night on Bald Mountain",1977.0,Modest Mussorgsky; Gewandhausorchester Leipzig; Igor Markevitch,Classical,US
Boléro ,1998.0,Maurice Ravel,Classical,Europe
"Symphony No. 3, E♭ Major, Op. 55 (Eroica)",1960.0,Ludwig van Beethoven; Symphony Of The Air; Igor Markevitch,Classical,UK
Ich Liebe Die Welt,,Rudolf Schock; Robert Stolz,Classical,Germany
Famous Overtures,1992.0,Russian State Symphony Orchestra,Classical,
Čarovné Husle,1980.0,Jan Stanovský,Classical,Czechoslovakia
Douze Concertos Op.7 (Enregistrement Intégral),1976.0,Tomaso Albinoni; Pierre Pierlot; Piero Toso; I Solisti Veneti; Claudio Scimone,Classical,Japan
Tschaikowski. Rachmaninow. Mussorgski. Lieder,2006.0,Egils Siliņš,Classical,Latvia
Scheherazade,1975.0,Nikolai Rimsky-Korsakov; Zubin Mehta; Los Angeles Philharmonic Orchestra,Classical,Australia
Piano Concertos Vol. 9: Concerto No. 12 / Concerto No. 26,2012.0,Wolfgang Amadeus Mozart; Christian Zacharias; Orchestre De Chambre De Lausanne,Classical,Europe
"Концерт № 1 Си Бемоль Минор Для Фортепиано С Оркестром, Соч. 23",1980.0,Pyotr Ilyich Tchaikovsky; Sviatoslav Richter; Wiener Symphoniker; Herbert von Karajan,Classical,USSR
Gaîté Parisienne / L'Arlésienne Suites,,Georges Bizet; Jacques Offenbach; Leonard Bernstein; New York Philharmonic,Classical,US
Symphony No. 3 / Praeludium,1994.0,Sir Michael Tippett; Faye Robinson; Bournemouth Symphony Orchestra; Richard Hickox,Classical,UK
"Ouverture Zu ""Martha"" / Ouverture Zu ""Mignon""",,Friedrich von Flotow; Ambroise Thomas; Bamberger Symphoniker; Staatsorchester Stuttgart; Ferdinand Leitner,Classical,Germany
Portrays Verdi Heroines,,Maria Callas,Classical,US
Concerto N. 1 - Concerto N. 2,,Sergei Vasilyevich Rachmaninoff; The Philadelphia Orchestra; Eugene Ormandy; Leopold Stokowski,Classical,Italy
Mozart & Salieri,,Nikolai Rimsky-Korsakov,Classical,Netherlands
"Symphony No. 5, In E Minor, Opus 64",2018.0,Pyotr Ilyich Tchaikovsky; London Symphony Orchestra; Sir Malcolm Sargent,Classical,US
Piano Trios 1 & 2,1988.0,Johannes Brahms; Julius Katchen; Josef Suk; Janos Starker,Classical,US
"A. Scriabin ""The Poem of Ecstasy"" OP. 54 & S. Rachmaninov ""Isle of the Dead"" OP.29",1977.0,Evgeni Svetlanov; Russian State Symphony Orchestra,Classical,Japan
Sechs Sonaten,,Joseph Bodin de Boismortier; Ensemble Instrumental Jean-René Gravoin,Classical,Germany
Le Sacre Du Printemps,2024.0,Igor Stravinsky; London Symphony Orchestra; Claudio Abbado,Classical,Germany
Symphony No. 7 / Oriental Rhapsody,1978.0,Alexander Glazunov; Vladimir Fedoseyev; Большой Симфонический Оркестр Всесоюзного Радио; Veronica Dudarova; Moscow State Symphony Orchestra,Classical,Australia
Good-Bye,1920.0,Evan Williams (3),Classical,US
交響曲　第94番〘驚がく〙・交響曲　第100番〘軍隊〙・交響曲　第101番〘時計〙 / 交響曲　第40番　ト短調，K.550・交響曲　第41番　ハ長調，K.551〘ジュピター〙,1972.0,Joseph Haydn; Wolfgang Amadeus Mozart; Pierre Monteux; Karl Münchinger; Carlo Maria Giulini; Wiener Philharmoniker; New Philharmonia Orchestra,Classical,Japan
"Te Deum, WoO 16 • Profundis - Psalm 130, Op. 141 • Vier Antiphonen, WoO 27 • Noster, WoO 32 • Ave Maria, WoO 33",2012.0,Joseph Joachim Raff,Classical,Sweden
Класика И Съвременност 5 = Classic and Contemporary 5,,Various; Antonio Vivaldi; Wolfgang Amadeus Mozart; Vassil Kazandjiev,Classical,Bulgaria
Brittisk Pompa,1998.0,Various,Classical,Sweden
Symphonie En Ut Majeur -- Ariane Et Barbe-Bleue,1973.0,Paul Dukas; Jean Martinon; Orchestre National De L'ORTF,Classical,France
Chante Avec Moi (Volume 16) Et Le Choeur Des Enfants,,Various,Classical,Canada
Harp And Organ,1999.0,Kirsi Kiviharju; Kalevi Kiviniemi,Classical,Finland
Duo Contexto,2009.0,Duo Contexto,Classical,Brazil
Faust's Verdammung - Großer Querschnitt,,Hector Berlioz,Classical,Germany
Piano Masters in Berlin Great Concertos,2018.0,"Geza Anda, Martha Argerich, Daniel Barenboim, Andor Foldes, Emil Gilels, Katia Et Marielle Labeque, Maurizio Pollini, Yundi Li.",Classical,Germany
Ave Maria = アヴェ・マリア,2012.0,Libera,Classical,Japan
Hoboconcerten Van Vivaldi En Albinoni,1977.0,Antonio Vivaldi; Tomaso Albinoni; Sidney Sutcliffe; The Virtuosi Of England; Arthur Davison,Classical,Netherlands
3 Sonaten Für Viola Da Gamba & Cembalo,1970.0,Johann Sebastian Bach; Marçal Cervera; Rafael Puyana,Classical,Netherlands
Toccaten Und Fugen,,Johann Sebastian Bach; Helmut Walcha,Classical,Germany
Tchaikovsky: Symphonie No. 4 / Smetana: Vltava,,Pyotr Ilyich Tchaikovsky; Bedřich Smetana; Antal Dorati; Concertgebouworkest,Classical,UK
Piano Concertos Nº 1 And Nº 2,,Carl Maria Von Weber; Friedrich Wührer; Wiener Symphoniker; Hans Swarowsky,Classical,UK
The Essential,1996.0,José Carreras,Classical,Europe
Broken Blossoms,,Nobuyuki Nakajima,Classical,Japan
3 Classic Albums,2014.0,Claudio Abbado; Johannes Brahms; Gioacchino Rossini; Giuseppe Verdi,Classical,Europe
La Vie Brève,,Manuel De Falla; Victoria De Los Angeles; Rafael Frühbeck De Burgos,Classical,France
The Pines Of Rome / The Fountains Of Rome / Roman Festivals (Respighi's Roman Trilogy For The First Time On One LP) ,1964.0,Ottorino Respighi; The Philadelphia Orchestra; Eugene Ormandy,Classical,US
The Six Sonatas For Violin And Harpsichord,1974.0,Johann Sebastian Bach; Josef Suk,Classical,Australia
"Die Orgelkonzerte Op. 4 / Orgelkonzerte Nr. 13 F-dur, Nr. 16 F-dur",,Georg Friedrich Händel,Classical,German Democratic Republic (GDR)
Muziek Om Mee Te Spelen,,Hans Kox; Jan de Haan; Jo van den Booren,Classical,Netherlands
Rhapsody On A Theme Of Paganini / Symphonic Variations / Scherzo,1963.0,Leonard Pennario; Boston Pops Orchestra; Arthur Fiedler,Classical,US
Concerto En Ré Majeur Pour Violon Et Orchestre - Op 35,,Pyotr Ilyich Tchaikovsky; David Oistrach; Russian State Symphony Orchestra; Kiril Kondrashin,Classical,France
Symphonie No. 41 'Jupiter',,Wolfgang Amadeus Mozart; Berliner Philharmoniker; Riccardo Muti,Classical,US
La Tribune De Genève,1968.0,Various,Classical,Switzerland
Daphnis Et Chloé (Complete Ballet),,Maurice Ravel; The Cleveland Orchestra; Lorin Maazel,Classical,UK
Opera - Sorochintsy / Petite Suite,1998.0,Modest Mussorgsky; Moscow Stanislavsky And Nemirovich-Danchenko Musical Theatre Soloists; Moscow Stanislavsky And Nemirovich-Danchenko Musical Theatre Chorus; Moscow Stanislavsky And Nemirovich-Danchenko Musical Theatre Orchestra; Владимир Есипов; Alexander Borodin; Большой Симфонический Оркестр Всесоюзного Радио; Геннадий Черкасов,Classical,UK
Tannhäuser,,Richard Wagner; Orchester der Bayreuther Festspiele; Wolfgang Sawallisch,Classical,Europe
Clarinet Recital,2017.0,Gervase de Peyer; Cyril Preedy,Classical,Australia
Fanfares Et Viole D'Amour A Prague Au XVIIIe Siècle,,Pro Arte Antiqua,Classical,France
Klarinettequintette,1981.0,Wolfgang Amadeus Mozart; Carl Maria von Weber; Kálmán Berkes; Éder Quartet,Classical,New Zealand
Rejoice In The Lamb • Hymn To St Cecilia • Missa Brevis (And Other Choral Works),2000.0,Benjamin Britten; St. John's College Choir; Christopher Robinson,Classical,Canada
My Life In Song,2007.0,Christine Treseder Hallett,Classical,New Zealand
Violon Concerto / Song Of Destiny,1988.0,Johannes Brahms,Classical,UK
Mieskuorolaulut = Songs for Male Voice Choir (Complete Edition),1983.0,Toivo Kuula; Ylioppilaskunnan Laulajat; Matti Hyökki; Jorma Hynninen,Classical,Finland
Nabucco,1978.0,Giuseppe Verdi; Riccardo Muti,Classical,Italy
"Violin Concertos 1, 3 & 5 ""Turkish""",1990.0,Wolfgang Amadeus Mozart; Yehudi Menuhin; Bath Festival Orchestra,Classical,
Guillaume Tell,,Staatskapelle Berlin; Erich Kleiber,Classical,France
Аполлон Мусагет / Симфония Псалмов,1997.0,Igor Stravinsky,Classical,Russia
Quinteto De Vientos Argos,1998.0,Quinteto De Vientos Argos; Paul Hindemith; Eugène Bozza; Astor Piazzolla; Heitor Villa-Lobos,Classical,Argentina
"Complete String Quartets, Volume Two",2018.0,Václav Jindřich Veit; Kertész Quartet (2),Classical,UK
Das Lied Von Der Erde,1988.0,Gustav Mahler,Classical,Japan
Romeo and Juliet / Die Götterdämmerung,1951.0,Pyotr Ilyich Tchaikovsky; Richard Wagner; Leopold Stokowski; Philharmonic-Symphony Orchestra Of New York,Classical,US
Sacred Music,2011.0,Antonio Vivaldi; Ensemble Vocal De Lausanne; Ensemble Instrumental De Lausanne; Orchestre De Chambre De Lausanne; English Bach Festival Chorus; Baroque Orchestra; Chorus Of The Gulbenkian Foundation; Gulbenkian Orchestra; Michel Corboz,Classical,Europe
"Symphony No.5 , Symphony No.8",2013.0,Ralph Vaughan Williams; Hallé Orchestra; Mark Elder (2),Classical,UK & Europe
Obra Integral Para Piano 1,1994.0,Alberto Ginastera,Classical,Argentina
Geliefde Koormuziek,,Wolfsburger Chorgemeinschaft Von 1869,Classical,Netherlands
"Symphony No. 5 In E Minor, Op. 64",1946.0,Pyotr Ilyich Tchaikovsky; Boston Symphony Orchestra; Serge Koussevitzky,Classical,US
Overtures,2001.0,Gioacchino Rossini; London Classical Players; Roger Norrington,Classical,
"Serenade In G-Dur, K.V. 525 ""Eine Kleine Nachtmusik"" • Symphonie Nr. 40 In G-Moll, K.V. 550",,Wilhelm Furtwängler; Wiener Philharmoniker; Wolfgang Amadeus Mozart,Classical,Austria
Baroque Rhapsody For Cello And Orchestra / Music For Four,1988.0,"Ede Terényi; Orchestra de cameră fără dirijor a Filarmonicii din Tîrgu Mureș; Péter Szabó; Ansamblul de percuție al Conservatorului ""Gh. Dima"" din Cluj-Napoca; Grigore Pop (2)",Classical,Romania
Service Sacre,1992.0,Darius Milhaud; Vocal Provence,Classical,France
Klavierbearbeitungen Bach'Scher Werke ,1988.0,Ferruccio Busoni; Peter Rösel,Classical,German Democratic Republic (GDR)
"Rhapsodies Op. 60, 61, 62, 63",,Ростислав Бойко; Ансамбль Солистов Государственного Академического Симфонического Оркестра СССР; Evgeni Svetlanov,Classical,Netherlands
Sonatas For Cello,2023.0,Dmitry Kabalevsky; Виссарион Шебалин; Marina Tarasova; Ivan Sokolov (3),Classical,Europe
The Lament of the Six Million,,Jan Bart,Classical,
Opera Arrangements For Two Clarinets & Basset Horn,2006.0,Wolfgang Amadeus Mozart; Karl Leister; Laura Magistrelli; Luigi Magistrelli,Classical,Japan
Violin Romances / Romance Op. 11 / Konzertstück - Rondo - Polonaise,1987.0,Ludwig van Beethoven; Antonín Dvořák; Franz Schubert; Pinchas Zukerman; The Saint Paul Chamber Orchestra,Classical,Europe
The Brandenburg Concertos,,Johann Sebastian Bach,Classical,Australia
Leonore Overture No.3 ,,Philharmonia Orchestra; Paul Kletzki,Classical,UK
Symphony No. 6 ”Pastorale”,1984.0,Herbert von Karajan; Berliner Philharmoniker; Ludwig van Beethoven,Classical,Europe
"Debussy Quartet In G Minor, Op. 10 / Beethoven Quartet I C Major, Op. 59, No. 3",1999.0,Arianna String Quartet,Classical,US
The Arturo Toscanini Society 1969 Special Edition,,Arturo Toscanini; NBC Symphony Orchestra,Classical,US
"Années de Pèlerinage, Première Année: Suisse",2004.0,Franz Liszt; Yoram Ish-Hurwitz,Classical,Netherlands
Peter Quince At The Clavier / I Hate And I Love,1988.0,Dominick Argento,Classical,US
"Tchaikovsky: Symphony No. 6 ""Pathétique""",1985.0,Vladimir Fedoseyev; Большой Симфонический Оркестр Всесоюзного Радио,Classical,Japan
Minuet / Puck,1923.0,Arthur De Greef,Classical,India
The Marriage Of Figaro / Le Nozze Di Figaro,,Wolfgang Amadeus Mozart; Cesare Siepi; Lisa Della Casa; Hilde Güden; Fernando Corena; Wiener Philharmoniker; Erich Kleiber,Classical,US
Transcriptions For Piano Duet,2019.0,Johann Sebastian Bach; Max Reger; Piano Duo Takahashi Lehmann,Classical,Germany
Konzert C-Dur Op VII Nr.3,,Heidelberger Kammerorchester,Classical,Netherlands
Konzert Für Klavier Und Orchester Nr. 3 C-moll Op. 37,1954.0,Ludwig van Beethoven; Wilhelm Kempff; Berliner Philharmoniker; Paul van Kempen,Classical,Germany
Violin Concerto In D / Violin Concerto In D,,Johannes Brahms; Pyotr Ilyich Tchaikovsky; Nathan Milstein; William Steinberg; Anatole Fistoulari,Classical,US
Symphony No. 5 / Five Rückert Songs,1969.0,Gustav Mahler; Janet Baker; Sir John Barbirolli; New Philharmonia Orchestra,Classical,UK
Spanish Music From The 16th Century,2001.0,Francisco Guerrero; Tomás Luis De Victoria; Cristóbal de Morales; Gerd Guglhör; Lyra Ensemble; Orpheus Chor München,Classical,Germany
... Et Tant De Liens,2008.0,L'Orchestre De Chambre De La Nethen; Luc Henrion,Classical,Belgium
Токкаты,1978.0,Johann Sebastian Bach; Harry Grodberg,Classical,USSR
Three Concerti For Oboe And String Orchestra,,Georg Friedrich Händel; Georg Philipp Telemann; Antonio Vivaldi; Earl Schuster; The Classic Chamber Orchestra,Classical,
Cho - Live  ,2013.0,Young-Chang Cho,Classical,Germany
Romeo And Juliet  ,2016.0,Veit Hertenstein,Classical,UK
Arien Und Szenen Aus Lucia Di Lammermoor,,Gaetano Donizetti; Coro dell'Accademia Nazionale di Santa Cecilia; Orchestra dell'Accademia Nazionale di Santa Cecilia; John Pritchard; Joan Sutherland; Ana Raquel Satre; Renato Cioni; Robert Merrill; Cesare Siepi,Classical,Germany
Æternum,2018.0,LeStrange Viols,Classical,US
Of Gods And Demons,1996.0,George London (2),Classical,"UK, Europe & US"
The Tenors,1992.0,José Carreras,Classical,Europe
Spiritus: Mozart: Vesperae Solennes De Confessore/Ave Verum Corpus / Haydn: Theresienmesse/Nelsonmesse/Heiligmesse,1997.0,Various,Classical,Europe
Grandes Compositores De La Música Clásica - Wolfgang Amadeus Mozart,2009.0,Wolfgang Amadeus Mozart; Royal Philharmonic Orchestra,Classical,Chile
"Weber ""Oberon"" & Mendelssohn ""Italian""",1980.0,Koji Toyoda; Gunma Symphony Orchestra,Classical,Japan
"Best Of The BBC Proms (Works By Vaughan Williams, Falla, Foulds, Arnold And Laura Mvula",2023.0,BBC Symphony Orchestra; BBC Singers; BBC Symphony Chorus; Sakari Oramo,Classical,UK
