Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,LANSDOWNE OIL & GAS PLC,Energy,2006-4-21 0:00,United Kingdom,Europe,AIM,No,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Wison Engineering Services Co. Ltd.,Energy,,,,,,,2236.0,Current,DONG Jing,Independent Non Executive Director - A/F,,2025-08-21,,,,,,,,,,,,,,,,,,,,,,
London,OILEX LD,Energy,2006-2-16 0:00,Australia,Pacific,AIM,Yes,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,EUROPA OIL & GAS (HOLDINGS) PLC,Energy,2004-11-11 0:00,United Kingdom,Europe,AIM,No,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ALEXANDRIA MINERAL OILS COMPANY (AMOC) S.A.E.,Energy,2018-10-18 0:00,Egypt,Middle East,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,GRAN TIERRA ENERGY INC.,Energy,2018-10-10 0:00,United States,North America,MAIN MARKET,Yes,75.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KNIGHTS GROUP HOLDINGS PLC,Industrials,2018-6-29 0:00,United Kingdom,Europe,AIM,No,361.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Paladin Limited,Industrials,,,,,,,495.0,Current,AU Chik Lam Alexander,Independent Non Executive Director,,2015-02-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Flat Glass Group Co Ltd,Industrials,,,,,,,6865.0,Current,DU Jian,Independent Non Executive Director,,2024-11-18,,,,,,,,,,,,,,,,,,,,,,
London,AVON RUBBER PLC,Industrials,1949-7-12 0:00,United Kingdom,Europe,MAIN MARKET,No,1217.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,VELOCITY COMPOSITES PLC,Industrials,2017-5-18 0:00,United Kingdom,Europe,AIM,No,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SIG PLC,Industrials,1989-5-18 0:00,United Kingdom,Europe,MAIN MARKET,No,283.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,KLN Logistics Group Limited,Industrials,,,,,,,636.0,Current,CHEN Keren,Non Executive Director,,2021-10-13,,,,,,,,,,,,,,,,,,,,,,
London,RENOLD PLC,Industrials,1946-6-2 0:00,United Kingdom,Europe,AIM,No,23.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Unitas Holdings Limited,Industrials,,,,,,,8020.0,Current,CHOW Ho Wan Owen,Independent Non Executive Director,,2020-10-13,,,,,,,,,,,,,,,,,,,,,,
London,BREEDON GROUP PLC,Industrials,2010-9-6 0:00,Jersey,Europe,AIM,No,1191.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Vision Values Holdings Limited,Industrials,,,,,,,862.0,Current,HO Hau Chong Norman,Executive Director,,2007-01-11,,,,,,,,,,,,,,,,,,,,,,
London,HSS HIRE GROUP PLC,Industrials,2015-2-9 0:00,United Kingdom,Europe,MAIN MARKET,No,33.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Wong's Kong King International (Holdings) Limited,Industrials,,,,,,,532.0,Current,CHANG Jui Shum Victor,Executive Director,,2017-09-01,,,,,,,,,,,,,,,,,,,,,,
London,DCC PLC,Industrials,1994-5-19 0:00,Ireland,Europe,MAIN MARKET,Yes,4949.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Mobicon Group Limited,Industrials,,,,,,,1213.0,Current,HUNG Kim Fung Measure,Executive Director,Chairman,2011-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chen Hsong Holdings Limited,Industrials,,,,,,,57.0,Current,CHIANG Lai Yuen,Executive Director,"Chairman, CEO",2000-09-01,,,,,,,,,,,,,,,,,,,,,,
London,CHEMRING GROUP PLC,Industrials,1974-6-7 0:00,United Kingdom,Europe,MAIN MARKET,No,734.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SMITH (DS) PLC,Industrials,2012-7-2 0:00,United Kingdom,Europe,MAIN MARKET,No,3886.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Weichai Power Co., Ltd.",Industrials,,,,,,,2338.0,Current,CHI De Qiang,Independent Non Executive Director,,2023-06-28,,,,,,,,,,,,,,,,,,,,,,
London,COMPAGNIE DE SAINT-GOBAIN,Industrials,1987-7-2 0:00,France,Europe,MAIN MARKET,Yes,16524.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Renco Holdings Group Limited,Industrials,,,,,,,2323.0,Current,LI Yong Jun,Executive Director,Chairman,2023-02-17,,,,,,,,,,,,,,,,,,,,,,
London,BABCOCK INTERNATIONAL GROUP PLC,Industrials,1989-8-14 0:00,United Kingdom,Europe,MAIN MARKET,No,1098.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,RESTORE PLC,Industrials,2005-6-30 0:00,United Kingdom,Europe,AIM,No,402.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"CALB Group Co., Ltd.",Industrials,,,,,,,3931.0,Current,CHEN Ze Tong,Independent Non Executive Director,,2021-12-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,TK Group (Holdings) Limited,Industrials,,,,,,,2283.0,Current,CHEUNG Fong Wa,Executive Director,,2013-11-27,,,,,,,,,,,,,,,,,,,,,,
London,CORAL PRODUCTS PLC,Industrials,2011-9-6 0:00,United Kingdom,Europe,AIM,No,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,OXFORD INSTRUMENTS PLC,Industrials,1983-10-12 0:00,United Kingdom,Europe,MAIN MARKET,No,911.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Global Link Communications Holdings Limited,Industrials,,,,,,,8060.0,Current,CHEUNG Sai Ming,Independent Non Executive Director - A/F,,2016-05-26,,,,,,,,,,,,,,,,,,,,,,
London,NETWORK INTERNATIONAL HOLDINGS PLC,Industrials,2019-4-10 0:00,United Kingdom,Europe,MAIN MARKET,No,1223.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,CARILLION PLC,Industrials,1999-7-30 0:00,United Kingdom,Europe,MAIN MARKET,No,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Central New Energy Holding Group Limited,Industrials,,,,,,,1735.0,Current,LI Meng Lin,Executive Director,,2020-04-30,,,,,,,,,,,,,,,,,,,,,,
London,KIER GROUP PLC,Industrials,1996-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,76.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,FRP ADVISORY GROUP PLC,Industrials,2020-3-6 0:00,United Kingdom,Europe,AIM,No,247.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Asia-express Logistics Holdings Limited,Industrials,,,,,,,8620.0,Current,CHAN Chi Ho,Independent Non Executive Director,,2020-03-23,,,,,,,,,,,,,,,,,,,,,,
London,TUNGSTEN CORPORATION PLC,Industrials,2012-5-21 0:00,United Kingdom,Europe,AIM,No,36.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",Industrials,,,,,,,517.0,Current,JIANG Xiao Ming Simon,Independent Non Executive Director - A/F,,2007-04-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CN Logistics International Holdings Limited,Industrials,,,,,,,2130.0,Current,CHAN Chun Hung Vincent,Independent Non Executive Director,,2020-09-17,,,,,,,,,,,,,,,,,,,,,,
London,BUNZL PLC,Industrials,1957-6-20 0:00,United Kingdom,Europe,MAIN MARKET,No,8087.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Railway Signal & Communication Corporation Limited,Industrials,,,,,,,3969.0,Current,FU Jun Yuan,Independent Non Executive Director - A/F,,2022-02-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,FAR International Holdings Group Company Limited,Industrials,,,,,,,2516.0,Current,REN Tian Gan,Independent Non Executive Director,,2023-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CHTC FONG'S INTERNATIONAL COMPANY LIMITED,Industrials,,,,,,,641.0,Current,CHEN Peng,Executive Director,,2022-06-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Neway Group Holdings Limited,Industrials,,,,,,,55.0,Current,CHAN Kwing Choi Warren,Non Executive Director,,2007-11-29,,,,,,,,,,,,,,,,,,,,,,
London,TRAVIS PERKINS PLC,Industrials,1986-9-19 0:00,United Kingdom,Europe,MAIN MARKET,No,2676.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,INTERTEK GROUP PLC,Industrials,2002-5-29 0:00,United Kingdom,Europe,MAIN MARKET,No,8992.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Lonking Holdings Limited,Industrials,,,,,,,3339.0,Current,CHEN Chao,Executive Director,,2005-02-17,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Xinyi Solar Holdings Limited,Industrials,,,,,,,968.0,Current,CHU Charn Fai,Executive Director,,2023-06-02,,,,,,,,,,,,,,,,,,,,,,
London,MORGAN ADVANCED MATERIALS PLC,Industrials,1946-10-2 0:00,United Kingdom,Europe,MAIN MARKET,No,713.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SPEEDY HIRE PLC,Industrials,1993-10-18 0:00,United Kingdom,Europe,MAIN MARKET,No,279.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Ocean Group Development Limited,Industrials,,,,,,,8047.0,Current,CAI Hai Ming,Executive Director,"Chairman, CEO",2023-09-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Conch Venture Holdings Limited,Industrials,,,,,,,586.0,Current,CHAN Chi On Derek,Independent Non Executive Director,,2013-12-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Strategic Technology Group Limited,Industrials,,,,,,,1725.0,Current,BORIS Tadic,Independent Non Executive Director,,2024-10-02,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Zhonghua Gas Holdings Limited,Industrials,,,,,,,8246.0,Current,CHAN Wing Yuen Hubert,Executive Director,CEO,2014-08-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,,,,,,,560.0,Current,CHAN Kay Cheung,Independent Non Executive Director,,1998-04-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,T.S. Lines Limited,Industrials,,,,,,,2510.0,Current,CHANG Shan Hui,Independent Non Executive Director - A/F,,2024-10-15,,,,,,,,,,,,,,,,,,,,,,
London,SIGNATURE AVIATION PLC,Industrials,1960-11-11 0:00,United Kingdom,Europe,MAIN MARKET,No,1959.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ROBERT WALTERS PLC,Industrials,2000-7-13 0:00,United Kingdom,Europe,MAIN MARKET,No,304.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,COSCO SHIPPING Energy Transportation Co Ltd,Industrials,,,,,,,1138.0,Current,HUANG Victor,Independent Non Executive Director - A/F,,2020-06-22,,,,,,,,,,,,,,,,,,,,,,
London,MACFARLANE GROUP PLC,Industrials,1973-6-20 0:00,United Kingdom,Europe,MAIN MARKET,No,129.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,EXPERIAN PLC,Industrials,2006-10-11 0:00,Jersey,Europe,MAIN MARKET,No,25837.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SDI GROUP PLC,Industrials,2008-12-8 0:00,United Kingdom,Europe,AIM,No,70.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Courage Investment Group Limited,Industrials,,,,,,,1145.0,Current,DENG Bang Hao,Independent Non Executive Director,,2025-03-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,COSCO SHIPPING Ports Limited,Industrials,,,,,,,1199.0,Current,CHAN Ka Lok,Independent Non Executive Director,,2016-10-24,,,,,,,,,,,,,,,,,,,,,,
London,SMART METERING SYSTEMS PLC,Industrials,2011-7-8 0:00,United Kingdom,Europe,AIM,No,656.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Truly International Holdings Limited,Industrials,,,,,,,732.0,Current,CHEUNG Wai Yin Wilson,Independent Non Executive Director - A/F,,2023-03-25,,,,,,,,,,,,,,,,,,,,,,
London,KIN AND CARTA PLC,Industrials,1985-10-3 0:00,United Kingdom,Europe,MAIN MARKET,No,134.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sunny Optical Technology (Group) Company Limited,Industrials,,,,,,,2382.0,Current,CHEN Gang,Independent Non Executive Director,,2025-01-01,,,,,,,,,,,,,,,,,,,,,,
London,SMITHS GROUP PLC,Industrials,1950-12-20 0:00,United Kingdom,Europe,MAIN MARKET,No,5269.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,KINGSPAN GROUP PLC,Industrials,1995-6-8 0:00,Ireland,Europe,MAIN MARKET,Yes,12182.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,MARLOWE PLC,Industrials,2016-3-31 0:00,United Kingdom,Europe,AIM,No,301.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,CROMA SECURITY SOLUTIONS GROUP PLC,Industrials,2004-4-16 0:00,United Kingdom,Europe,AIM,No,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SMURFIT KAPPA GROUP PLC,Industrials,2007-3-20 0:00,Ireland,Europe,MAIN MARKET,Yes,6947.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,TYMAN PLC,Industrials,2007-4-27 0:00,United Kingdom,Europe,MAIN MARKET,No,524.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,MITIE GROUP PLC,Industrials,1988-11-29 0:00,United Kingdom,Europe,MAIN MARKET,No,330.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASIA CEMENT CORPORATION,Industrials,1996-9-16 0:00,Taiwan,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,IBSTOCK PLC,Industrials,2015-10-22 0:00,United Kingdom,Europe,MAIN MARKET,No,657.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SURESERVE GROUP PLC,Industrials,2015-3-23 0:00,United Kingdom,Europe,AIM,No,76.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Beijing Enterprises Environment Group Limited,Industrials,,,,,,,154.0,Current,CHEN Xin Guo,Executive Director,Chairman,2021-10-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Infrastructure & Logistics Group Ltd.,Industrials,,,,,,,1719.0,Current,CHAU Kwok Keung,Independent Non Executive Director - A/F,,2022-05-25,,,,,,,,,,,,,,,,,,,,,,
London,KEYSTONE LAW GROUP PLC,Industrials,2017-10-26 0:00,United Kingdom,Europe,AIM,No,144.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,XP POWER LIMITED,Industrials,2007-4-25 0:00,Singapore,Asia,MAIN MARKET,Yes,785.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Liaoning Port Co., Ltd.",Industrials,,,,,,,2880.0,Current,CHAN Wai Hei William,Independent Non Executive Director - A/F,,2023-06-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Asia Energy Logistics Group Limited,Industrials,,,,,,,351.0,Current,HON Ming Sang Stephen,Independent Non Executive Director - A/F,,2020-11-06,,,,,,,,,,,,,,,,,,,,,,
London,DE LA RUE PLC,Industrials,1947-3-27 0:00,United Kingdom,Europe,MAIN MARKET,No,262.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,BALFOUR BEATTY PLC,Industrials,1945-6-28 0:00,United Kingdom,Europe,MAIN MARKET,No,1473.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,EMPRESARIA GROUP PLC,Industrials,2004-11-3 0:00,United Kingdom,Europe,AIM,No,20.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,CRH PLC,Industrials,1973-2-2 0:00,Ireland,Europe,MAIN MARKET,Yes,21352.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,FONIX MOBILE PLC,Industrials,2020-10-12 0:00,United Kingdom,Europe,AIM,No,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,RICARDO PLC,Industrials,1962-4-5 0:00,United Kingdom,Europe,MAIN MARKET,No,192.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,STHREE PLC,Industrials,2005-11-16 0:00,United Kingdom,Europe,MAIN MARKET,No,326.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Unity Group Holdings International Limited,Industrials,,,,,,,1539.0,Current,CAI Xin Xin Linda,Non Executive Director,,2024-07-31,,,,,,,,,,,,,,,,,,,,,,
London,GRAFTON GROUP PLC,Industrials,1974-9-6 0:00,Ireland,Europe,MAIN MARKET,Yes,1604.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Golden Power Group Holdings Limited,Industrials,,,,,,,3919.0,Current,CHU Ho Wa,Executive Director,,2013-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Goldwind Science & Technology Co., Ltd.",Industrials,,,,,,,2208.0,Current,CAO Zhi Gang,Executive Director,,2013-06-25,,,,,,,,,,,,,,,,,,,,,,
London,MARSHALLS PLC,Industrials,2004-7-8 0:00,United Kingdom,Europe,MAIN MARKET,No,1339.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,FISHER (JAMES) & SONS PLC,Industrials,1996-12-31 0:00,United Kingdom,Europe,MAIN MARKET,No,571.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,RPS GROUP PLC,Industrials,1995-4-10 0:00,United Kingdom,Europe,MAIN MARKET,No,139.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Best Linking Group Holdings Limited,Industrials,,,,,,,9882.0,Current,CHAN Lung Pan,Executive Director,,2019-03-12,,,,,,,,,,,,,,,,,,,,,,
London,MELROSE INDUSTRIES PLC,Industrials,2016-8-31 0:00,United Kingdom,Europe,MAIN MARKET,No,5812.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,AAC Technologies Holdings Inc.,Industrials,,,,,,,2018.0,Current,KWOK Lam Kwong Larry,Independent Non Executive Director,,2018-02-01,,,,,,,,,,,,,,,,,,,,,,
London,COSTAIN GROUP PLC,Industrials,1979-1-3 0:00,United Kingdom,Europe,MAIN MARKET,No,89.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"China International Marine Containers (Group) Co., Ltd.",Industrials,,,,,,,2039.0,Current,MAI Bo Liang,Executive Director,"Chairman, CEO",1994-03-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Janco Holdings Limited,Industrials,,,,,,,8035.0,Current,CHAN Kwok Wai,Executive Director,CEO,2024-12-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Green Energy Group Limited,Industrials,,,,,,,979.0,Current,HO Wai Hung,Executive Director,,2018-03-12,,,,,,,,,,,,,,,,,,,,,,
London,AGGREKO PLC,Industrials,1997-9-29 0:00,United Kingdom,Europe,MAIN MARKET,No,1130.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANDREWS SYKES GROUP PLC,Industrials,2001-12-24 0:00,United Kingdom,Europe,AIM,No,210.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,MEARS GROUP PLC,Industrials,2008-6-23 0:00,United Kingdom,Europe,MAIN MARKET,No,116.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,G4S PLC,Industrials,2004-7-20 0:00,United Kingdom,Europe,MAIN MARKET,No,3166.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ROTORK PLC,Industrials,1968-7-23 0:00,United Kingdom,Europe,MAIN MARKET,No,2452.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SPECTRA SYSTEMS CORPORATION,Industrials,2011-7-25 0:00,United States,North America,AIM,Yes,83.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Avichina Industry & Technology Company Limited,Industrials,,,,,,,2357.0,Current,HU Shi Wei,Non Executive Director,,2024-07-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"COSCO SHIPPING Development Co., Ltd.",Industrials,,,,,,,2866.0,Current,CHAN Kwok Leung,Independent Non Executive Director,,2023-02-27,,,,,,,,,,,,,,,,,,,,,,
London,QINETIQ GROUP PLC,Industrials,2006-2-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1357.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Huaxin Cement Co., Ltd.",Real Estate,,,,,,,6655.0,Current,JIANG Hong,Independent Non Executive Director - A/F,,2021-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,KWG Group Holdings Limited,Real Estate,,,,,,,1813.0,Current,CAI Feng Jia,Executive Director,,2018-09-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,E. Bon Holdings Limited,Real Estate,,,,,,,599.0,Current,LAU Shiu Sun,Executive Director,,2001-12-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Central China Management Company Limited,Real Estate,,,,,,,9982.0,Current,HU Bing,Executive Director,,2020-11-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Hong Kong Ferry (Holdings) Company Limited,Real Estate,,,,,,,50.0,Current,AU Siu Kee Alexander,Non Executive Director,,2005-11-07,,,,,,,,,,,,,,,,,,,,,,
London,M WINKWORTH PLC,Real Estate,2009-11-12 0:00,United Kingdom,Europe,AIM,No,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Jiayuan Services Holdings Limited,Real Estate,,,,,,,1153.0,Current,CAI Si Tao,Independent Non Executive Director,,2024-12-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Far East Consortium International Limited,Real Estate,,,,,,,35.0,Current,CHIU Jennifer Wendy,Executive Director,Managing Director,2024-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ISP Holdings Limited,Real Estate,,,,,,,2340.0,Current,CHU Chun Ho Kingston,Executive Director,Chairman,2017-03-09,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Lai Fung Holdings Limited,Real Estate,,,,,,,1125.0,Current,AU Hoi Fung,Independent Non Executive Director - A/F,,2023-08-01,,,,,,,,,,,,,,,,,,,,,,
London,GRAINGER PLC,Real Estate,1984-2-21 0:00,United Kingdom,Europe,MAIN MARKET,No,1883.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,WORKSPACE GROUP PLC,Real Estate,1993-12-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1117.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,DOLPHIN CAPITAL INVESTORS LIMITED,Real Estate,2005-12-8 0:00,British Virgin Islands,North America,AIM,Yes,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Supply Chain Holdings Limited,Real Estate,,,,,,,3708.0,Current,LAI Ai Zhong,Executive Director,,2019-11-21,,,,,,,,,,,,,,,,,,,,,,
London,HIBERNIA REIT P.L.C.,Real Estate,2013-12-11 0:00,Ireland,Europe,MAIN MARKET,Yes,624.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,PRIMARY HEALTH PROPERTIES PLC,Real Estate,1998-11-5 0:00,United Kingdom,Europe,MAIN MARKET,No,1893.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Prosperity Group International Limited,Real Estate,,,,,,,1421.0,Current,CHAN Sheung Yu,Independent Non Executive Director,,2024-12-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,BBMG Corporation,Real Estate,,,,,,,2009.0,Current,GU Tie Min,Non Executive Director,,2021-05-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Y. T. Realty Group Limited,Real Estate,,,,,,,75.0,Current,LAI De Gang,Independent Non Executive Director,,2023-08-10,,,,,,,,,,,,,,,,,,,,,,
London,EMPIRIC STUDENT PROPERTY PLC,Real Estate,2014-6-30 0:00,United Kingdom,Europe,MAIN MARKET,No,325.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,DIT Group Limited,Real Estate,,,,,,,726.0,Current,GUO Jian Feng,Non Executive Director,,2022-01-07,,,,,,,,,,,,,,,,,,,,,,
London,FOXTONS GROUP PLC,Real Estate,2013-9-25 0:00,United Kingdom,Europe,MAIN MARKET,No,112.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,CIVITAS SOCIAL HOUSING PLC,Real Estate,2016-11-18 0:00,United Kingdom,Europe,MAIN MARKET,No,646.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,CAPITAL & REGIONAL PLC,Real Estate,1995-5-22 0:00,United Kingdom,Europe,MAIN MARKET,No,41.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Raffles Interior Limited,Real Estate,,,,,,,1376.0,Current,DING Hing Hui,Executive Director,,2019-03-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Differ Group Auto Limited,Real Estate,,,,,,,6878.0,Current,PAN Hui Li,Executive Director,,2025-01-01,2025-08-18,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sheng Tang Holdings Limited,Real Estate,,,,,,,8305.0,Current,CHAN Chi Hang,Independent Non Executive Director - A/F,,2018-06-04,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"China Motor Bus Company, Limited",Real Estate,,,,,,,26.0,Current,ARNETT Lynne Jane,Independent Non Executive Director,,2024-09-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"C&D Property Management Group Co., Ltd",Real Estate,,,,,,,2156.0,Current,HUANG Dang Hui,Executive Director,CEO,2020-09-22,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sunac China Holdings Limited,Real Estate,,,,,,,1918.0,Current,HUANG Shu Ping,Executive Director,,2016-11-24,,,,,,,,,,,,,,,,,,,,,,
London,NEWRIVER REIT PLC,Real Estate,2016-8-18 0:00,United Kingdom,Europe,MAIN MARKET,No,194.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sino-Ocean Group Holding Limited,Real Estate,,,,,,,3377.0,Current,CHAI Juan,Executive Director,,2023-06-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,New City Development Group Limited,Real Estate,,,,,,,456.0,Current,CHAN Yiu Tung Anthony,Independent Non Executive Director,,2002-08-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sunac Services Holdings Limited,Real Estate,,,,,,,1516.0,Current,CAO Hong Ling,Executive Director,CEO,2019-01-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Wharf Real Estate Investment Company Limited,Real Estate,,,,,,,1997.0,Current,AU Siu Kee Alexander,Independent Non Executive Director,,2017-10-23,,,,,,,,,,,,,,,,,,,,,,
London,ARRICANO REAL ESTATE PLC,Real Estate,2013-9-12 0:00,Cyprus,Europe,AIM,Yes,23.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
