Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Hong Kong,ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED,Health Care,,,,,,,241.0,Current,HUANG Jiao Jiao,Non Executive Director,,2023-05-15,,Alibaba Health,https://en.wikipedia.org/wiki/Alibaba_Health,,Public subsidiary,2014; 11 years ago (2014),,"Beijing, China",Digital health,Zhu Shunyan (Chairman)Shen Difan (CEO),CN¥5.34 million (2023),"1,560 (2023)",,,Alibaba Group,,CN¥26.76 billion (2023),,CN¥20.75 billion (2023),CN¥15.13 billion (2023),SEHK: 241Hang Seng Index component,www.alihealth.cn
Hong Kong,AMCO United Holding Limited,Health Care,,,,,,,630.0,Current,AU YEUNG Ming Yin Gordon,Independent Non Executive Director - A/F,,2018-03-15,,Nissin Foods,https://en.wikipedia.org/wiki/Nissin_Foods,Worldwide,Public,"September 4, 1948; 77 years ago (1948-09-04) in Izumiotsu, Osaka, Japan",Momofuku Ando (Go-Pek-Hok),"Osaka HQ: 1-1, Nishi-Nakajima Yonchome, Yodogawa-ku, Osaka, JapanTokyo: 28-1, Shinjuku Rokuchome, Shinjuku, Tokyo, Japan",Food production,Koki Ando(President and CEO)Noritaka Ando(Vice president and COO),¥17.3 billion (March 2020),"7,505 (as of March 31, 2020)",¥17.6 billion (March 2020),,,,¥468.7 billion (March 2020),Nissin Food ProductsNissin CiscoNissin Frozen FoodsNissin Chilled FoodsMyojo FoodsBruce Foods,¥369.9 billion (March 2020),¥226.7 billion (March 2020),TYO: 2897SEHK: 1475,nissin.com
Hong Kong,Beijing Health (Holdings) Limited,Health Care,,,,,,,2389.0,Current,GU Shan Chao,Executive Director,,2014-09-26,,Alibaba Health,https://en.wikipedia.org/wiki/Alibaba_Health,,Public subsidiary,2014; 11 years ago (2014),,"Beijing, China",Digital health,Zhu Shunyan (Chairman)Shen Difan (CEO),CN¥5.34 million (2023),"1,560 (2023)",,,Alibaba Group,,CN¥26.76 billion (2023),,CN¥20.75 billion (2023),CN¥15.13 billion (2023),SEHK: 241Hang Seng Index component,www.alihealth.cn
Hong Kong,Beijing Tong Ren Tang Chinese Medicine Company Limited,Health Care,,,,,,,3613.0,Current,CHAN Ngai Chi,Independent Non Executive Director - A/F,,2013-04-15,,Shenwan Hongyuan,https://en.wikipedia.org/wiki/Shenwan_Hongyuan,,Public; state-owned enterprise,16 September 1996; 29 years ago (1996-09-16),,"Urumqi, Xinjiang, People's Republic of China",Financial services,Chu Xiaoming (Chairman),CN¥9.54 billion (FY 2021),"11,440 (FY 2021)",,,,,CN¥33.89 billion (FY 2021),,CN¥601.01 billion (FY 2021),CN¥107.06 billion (FY 2021),SZSE: 000166 (A share)SEHK: 6806 (H share)China Mainland All,www.swhygh.com
Hong Kong,"Clover Biopharmaceuticals, Ltd.",Health Care,,,,,,,2197.0,Current,AMBROSINO Donna Marie,Non Executive Director,,2022-06-17,,EKF Diagnostics,https://en.wikipedia.org/wiki/EKF_Diagnostics,Worldwide,Public company,"Barleben, Germany (1990)",Berthold Walter,"Cardiff, United Kingdom",Health Care Biotechnology,Christopher Mills(Non-Executive Chairman)Mike Salter(Chief Executive Officer)Marc Davies(Chief Financial Officer),,295 (2011),,,,,£21.658 million (2011),Argutus MedicalQuotient DiagnosticsStanbio Laboratory,£58.733 million (2011),£37.427 million (2011),LSE: EKF EKF Diagnostics Holdings plc,www.ekfdiagnostics.com
Hong Kong,CSPC Pharmaceutical Group Limited,Health Care,,,,,,,1093.0,Current,AU Chun Kwok Alan,Independent Non Executive Director,,2021-01-27,,Simcere Pharmaceutical,https://en.wikipedia.org/wiki/Simcere_Pharmaceutical,,"Listed, SEHK: 2096",,,"Nanjing, Jiangsu, China",Pharmaceuticals,,,,,,,,,,,,,www.simcere.com
Hong Kong,Genor Biopharma Holdings Limited,Health Care,,,,,,,6998.0,Current,CHEN Wen,Independent Non Executive Director,,2020-06-16,,Synthomer,https://en.wikipedia.org/wiki/Synthomer,,Public,1863,,"London, England",Chemicals,Caroline Johnstone (Chair)Michael Willome (CEO),£(66.7) million (2024),"5,000 (2023)",£50.4 million (2024),,,,"£1,986.8 million (2024)",,,,LSE: SYNT,www.synthomer.com
Hong Kong,Genscript Biotech Corporation,Health Care,,,,,,,1548.0,Current,CHEUNG Yiu Leung Andy,Independent Non Executive Director - A/F,,2024-04-12,,GenScript Biotech,https://en.wikipedia.org/wiki/GenScript_Biotech,Worldwide,Public,2002 in New Jersey,"Fangliang Zhang, Ye Wang, Luquan Wang","Nanjing, China",Life sciences,"Shao Weihui, CEO",,,,,,,,,,,SEHK: 1548,www.genscript.com
Hong Kong,Grand Brilliance Group Holdings Limited,Health Care,,,,,,,8372.0,Current,CHIU Fan Wa,Independent Non Executive Director - A/F,,2025-06-01,,SenseTime,https://en.wikipedia.org/wiki/SenseTime,"Computer vision, deep learning, face recognition, object detection, autonomous driving, smart cities, mobile apps, fintech, education",Public; partly state-owned,October 2014; 11 years ago (October 2014),Tang Xiao'ou Xu Li,"Science Park, Hong Kong",Artificial intelligence,,,"3,000 (2019)",,,China Internet Investment Fund,,,,,,SEHK: 20,www.sensetime.com
Hong Kong,Green International Holdings Limited,Health Care,,,,,,,2700.0,Current,CHEN Han Hong,Non Executive Director,,2020-07-16,,Noble Automotive,https://en.wikipedia.org/wiki/Noble_Automotive,,Private,1999 in Leeds,Lee Noble,"Leicester, England",Automotive,Peter Boutwood – MD,,8,,Bowei Liu,,Sports cars,,,,,,www.noblecars.com
Hong Kong,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,Health Care,,,,,,,874.0,Current,CHEN Jie Hui,Executive Director,,2025-09-26,,Sihuan Pharmaceutical,https://en.wikipedia.org/wiki/Sihuan_Pharmaceutical,,,,,,,,,,,,,,,,,,,
Hong Kong,Hansoh Pharmaceutical Group Company Limited,Health Care,,,,,,,3692.0,Current,CHAN Sheung Wai Charles,Independent Non Executive Director - A/F,,2019-05-31,,Hansoh Pharmaceutical,https://en.wikipedia.org/wiki/Hansoh_Pharmaceutical,,Public,1995; 30 years ago (1995),Zhong Huijuan,"Shanghai, China",Pharmaceutical,Zhong Huijuan (CEO & Chairlady),,,,,,,,,,,SEHK: 3692,www.hspharm.com
Hong Kong,HBM Holdings Limited,Health Care,,,,,,,2142.0,Current,CHEN Wei Wei,Independent Non Executive Director,,2025-01-01,,CALB,https://en.wikipedia.org/wiki/CALB,,,,,"Changzhou, China",Lithium-ion batteries,Liu Jingyu (CEO),,,,,,,,,,,HKG: 3931,en.calb-tech.com
Hong Kong,Hospital Corporation of China Limited,Health Care,,,,,,,3869.0,Current,CHEN Shuai,Executive Director,,2020-11-20,,China Minsheng Bank,https://en.wikipedia.org/wiki/China_Minsheng_Bank,Mainland ChinaHong Kong,Publicly traded company,12 January 1996; 29 years ago (1996-01-12),,"No. 2 Fuxingmennei Avenue, Xicheng District, Beijing",Bank,,,,CNY¥137.4 billion (US$21.3 billion) (2023),Mainly private sector corporations in China,,,,,CNY¥7.64 trillion (US$1.18 trillion) (2023),,SSE: 600016SEHK: 1988SSE 50 Component,www.cmbc.com.cn
Hong Kong,Hua Medicine,Health Care,,,,,,,2552.0,Current,CHEN Li,Executive Director,,2010-06-04,,Clover Health,https://en.wikipedia.org/wiki/Clover_Health,"Arizona, Georgia, Kansas, New Jersey, New York, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Vermont",Public,"2014; 11 years ago (2014), in San Francisco, United States",,"Franklin, Tennessee, United States",Health care,Andrew Toy (CEO)Vivek Garipalli (executive chairperson)Conrad Wai (CTO),,458 (2021),,,,,,,,,Nasdaq: CLOV (Class A),cloverhealth.com
Hong Kong,"Innovent Biologics, Inc.",Health Care,,,,,,,1801.0,Current,CHEN Shu Yun Nick,Independent Non Executive Director,,2024-05-03,,Innovent Biologics,https://en.wikipedia.org/wiki/Innovent_Biologics,,Public,"November 28, 2011; 14 years ago (2011-11-28)",Yu Dechao,"Suzhou Industrial Park, Suzhou, Jiangsu, China",Biopharmaceutical,Yu Dechao (Chairman & CEO),CN¥−94.63 million (2024),"5,659 (2024)",,,,,CN¥9.42 billion (2024),,CN¥21.60 billion (2024),CN¥13.12 billion (2024),SEHK: 1801,www.innoventbio.com
Hong Kong,JD Health International Inc.,Health Care,,,,,,,6618.0,Current,CAO Dong,Executive Director,CEO,2025-09-29,,JD Health,https://en.wikipedia.org/wiki/JD_Health,,Public subsidiary,February 2014; 11 years ago (2014-02),,"Beijing, China",Digital health,Liu Qiangdong (Chairman)Jin Enlin (CEO),CN¥2.14 billion (2023),"3,118 (2023)",,,JD.com,,CN¥53.53 billion (2023),,CN¥64.29 billion (2023),CN¥49.37 billion (2023),SEHK: 6618Hang Seng Index component,ir.jdhealth.com
Hong Kong,LifeTech Scientific Corporation,Health Care,,,,,,,1302.0,Current,CHEN Dong Xia,Independent Non Executive Director,,2025-11-21,,GenScript Biotech,https://en.wikipedia.org/wiki/GenScript_Biotech,Worldwide,Public,2002 in New Jersey,"Fangliang Zhang, Ye Wang, Luquan Wang","Nanjing, China",Life sciences,"Shao Weihui, CEO",,,,,,,,,,,SEHK: 1548,www.genscript.com
Hong Kong,MediNet Group Limited,Health Care,,,,,,,8161.0,Current,CHAN Chi Wai Nelson,Executive Director,Chairman,2015-08-20,,Centamin,https://en.wikipedia.org/wiki/Centamin,,Subsidiary acquired by AngloGold Ashanti plc on 22 November 2024,1970; 55 years ago (1970),,,Gold mining,,US$194.9 million (2023),,US$194.5 million (2023),,,Gold,US$891.3 million (2023),,,,Delisted from the LSE: CEY and TSX: CEE on 22 November 2024,www.anglogoldashanti.com
Hong Kong,Mega Genomics Limited,Health Care,,,,,,,6667.0,Current,GUO Mei Ling,Non Executive Director,,2021-08-06,,Spectra Logic,https://en.wikipedia.org/wiki/Spectra_Logic,,,,,,,,,,,,,,,,,,,
Hong Kong,MicroPort Scientific Corporation,Health Care,,,,,,,853.0,Current,CHANG Zhao Hua,Executive Director,"Chairman, CEO",2006-07-14,,Hochschild Mining,https://en.wikipedia.org/wiki/Hochschild_Mining,,Public,1911,,"London, UK",Mining,"Eduardo Hochschild, ChairmanIgnacio Bustamante, CEO",$113.7 million (2024),,$224.7 million (2024),,,,$947.7 million (2024),"Compania Minera Ares, Minera Santa Cruz, International Minerals, Andina Minerals, Compania Minera Arcata",,,LSE: HOCFTSE 250,www.hochschildmining.com
Hong Kong,New Ray Medicine International Holding Limited,Health Care,,,,,,,6108.0,Current,CHU Xue Ping,Executive Director,,2021-06-18,,Genus plc,https://en.wikipedia.org/wiki/Genus_plc,,Public,1933,,"Basingstoke, Hampshire, UK",Biotechnology,"Iain Ferguson, Chairman Jorgen Kokke, CEO",£2.4 million (2024),,£6.4 million (2024),,,,£668.8 million (2024),,,,LSE: GNSFTSE 250 component,www.genusplc.com
Hong Kong,OrbusNeich Medical Group Holdings Limited,Health Care,,,,,,,6929.0,Current,CHAN Yip Keung,Independent Non Executive Director - A/F,,2021-09-29,,Magnit,https://en.wikipedia.org/wiki/Magnit,,Public (PAO),1994; 31 years ago (1994),Sergei Galitsky,"Russia, Krasnodar",Retail,Jan Dunning (CEO),$458 million (2020),"300,000",$5.07 billion (2020),,,Consumer goods,$21.5 billion (2020),,$13.1 billion (2020),$2.54 billion (2020),MCX: MGNTLSE: MGNT,www.magnit.ru
Hong Kong,Ping An Healthcare and Technology Company Limited,Health Care,,,,,,,1833.0,Current,CAI Fang Fang,Non Executive Director,,2024-03-19,,Ping An Good Doctor,https://en.wikipedia.org/wiki/Ping_An_Good_Doctor,,Public company,June 2014; 11 years ago (2014-06),,"Shanghai, China",,,,,,,Ping An Insurance,,,,,,SEHK: 1833,www.pagd.net
Hong Kong,Republic Healthcare Limited,Health Care,,,,,,,8357.0,Current,KANG Lee Ngo Florence,Independent Non Executive Director,,2024-09-30,,JD Health,https://en.wikipedia.org/wiki/JD_Health,,Public subsidiary,February 2014; 11 years ago (2014-02),,"Beijing, China",Digital health,Liu Qiangdong (Chairman)Jin Enlin (CEO),CN¥2.14 billion (2023),"3,118 (2023)",,,JD.com,,CN¥53.53 billion (2023),,CN¥64.29 billion (2023),CN¥49.37 billion (2023),SEHK: 6618Hang Seng Index component,ir.jdhealth.com
Hong Kong,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",Health Care,,,,,,,2196.0,Current,CHEN Peng Hui,Independent Non Executive Director,,2025-06-24,,Sihuan Pharmaceutical,https://en.wikipedia.org/wiki/Sihuan_Pharmaceutical,,,,,,,,,,,,,,,,,,,
Hong Kong,"Shanghai Pharmaceuticals Holding Co., Ltd.",Health Care,,,,,,,2607.0,Current,DONG Ming,Executive Director,,2023-06-29,,Shanghai Pharmaceuticals,https://en.wikipedia.org/wiki/Shanghai_Pharmaceuticals,"Asia-Pacific, China",listed,1994,,"Shanghai, China",Pharmaceuticals,,US$ 532 million (2023),"48,164 (2023)",,,,,"US$ 36,769 million (2023)",,"US$ 29,865 billion (2023)",,SSE: 601607 SEHK: 2607,www.sphchina.com
Hong Kong,Shanghai Pioneer Holding Ltd,Health Care,,,,,,,1345.0,Current,HU Ming Fei,Non Executive Director,,2020-12-16,,Beijing Benz,https://en.wikipedia.org/wiki/Beijing_Benz,China,Joint venture,"August 8, 2005; 20 years ago (2005-08-08)",,"Beijing, China",Automotive,Arno van der Merwe (CEO),,"20,000 total",,BAIC Motor (51%)Mercedes-Benz Group (49%),,Automobiles,,,,,,bbac.com.cn
Hong Kong,Sihuan Pharmaceutical Holdings Group Ltd,Health Care,,,,,,,460.0,Current,CHE Feng Sheng,Executive Director,Chairman,2006-05-18,,Sihuan Pharmaceutical,https://en.wikipedia.org/wiki/Sihuan_Pharmaceutical,,,,,,,,,,,,,,,,,,,
Hong Kong,Simcere Pharmaceutical Group Limited,Health Care,,,,,,,2096.0,Current,REN Jin Sheng,Executive Director,"Chairman, CEO",2015-11-30,,Simcere Pharmaceutical,https://en.wikipedia.org/wiki/Simcere_Pharmaceutical,,"Listed, SEHK: 2096",,,"Nanjing, Jiangsu, China",Pharmaceuticals,,,,,,,,,,,,,www.simcere.com
Hong Kong,The United Laboratories International Holdings Limited,Health Care,,,,,,,3933.0,Current,CHONG Peng Oon,Independent Non Executive Director - A/F,,2009-03-31,,Wang Laboratories,https://en.wikipedia.org/wiki/Wang_Laboratories,,Public,"Cambridge, Massachusetts, US (1951)",,"Tewksbury, Massachusetts, US (1963–1976)Lowell, Massachusetts, US (1976–1995)Billerica, Massachusetts (1995-1999)",Computer hardware,An Wang (founder),,"33,000 (1980s)",,,,"Word processors, minicomputers, microcomputers","$3 billion (1980s, peak)",,,,,
Hong Kong,Tong Ren Tang Technologies Co.Ltd.,Health Care,,,,,,,1666.0,Current,CHAN Ching Har Eliza,Independent Non Executive Director,,2018-06-12,,Aluminum Corporation of China Limited,https://en.wikipedia.org/wiki/Aluminum_Corporation_of_China_Limited,,Public; state-owned,"2001; 24 years ago (2001)(Beijing, China)",,"Beijing, China",Metals,"Xiong Weiping (CEO), Ge Honglin (Chairman of the Board)",US$ 877 million (2023),"124,995 (2023)",,Aluminum Corporation of China (35.78%)General Public,,Aluminum and copper products,US$ 63.6 billion (2023),,US$ 86.9 billion (2023),,SSE: 601600 (A share)SEHK: 2600 (H share)CSI A50,
Hong Kong,Tycoon Group Holdings Limited,Health Care,,,,,,,3390.0,Current,CAO Ran,Non Executive Director,,2025-07-01,,Railroad Tycoon,https://en.wikipedia.org/wiki/Railroad_Tycoon,,,,,,,,,,,,,,,,,,,
Hong Kong,Vincent Medical Holdings Limited,Health Care,,,,,,,1612.0,Current,AU Yu Chiu Steven,Independent Non Executive Director - A/F,,2016-06-24,,Marsh Supermarkets,https://en.wikipedia.org/wiki/Marsh_Supermarkets,"Central Indiana, Western Ohio",Private,"1931; 94 years ago (1931) in Muncie, Indiana",Ermal Marsh,"Indianapolis, Indiana",Retail (Grocery),"Tom O'Boyle, President and CEODon Marsh, Former President and CEO",,"9,000",,Sun Capital PartnersJT Grocery Consulting,,Grocery,,O'Malia's Food Markets (2001–2017)Village Pantry (1966–2007),,,,"marsh.net at the Wayback Machine (archived June 19, 2017)"
Hong Kong,Wanjia Group Holdings Limited,Health Care,,,,,,,401.0,Current,CHAN Wing Shan,Independent Non Executive Director,,2024-09-13,,Changhong,https://en.wikipedia.org/wiki/Changhong,Worldwide,Public,October 1958; 67 years ago (1958-10),,"Mianyang, China",Electronics,"Zhao Yong 赵勇, President, Wang Fengzhao 王凤朝, Vice Chairman, G.M., Liu Tibing 刘体斌, Vice Chairman, Deputy G.M., Tan Mingxian 谭明献, Secretary, Board of Directors, Deputy G.M.",,"32,000 (May 20, 2011)",,,,,,,,"12,741,313,930.51 RMB",SSE: 600839,cn.changhong.comchiq.com
Hong Kong,Water Oasis Group Limited,Health Care,,,,,,,1161.0,Current,CHAN Chi Kau Johnnie Casire,Independent Non Executive Director,,2022-09-05,,Restaurant,https://en.wikipedia.org/wiki/Restaurant,,,,,,,,,,,,,,,,,,,
Hong Kong,"WuXi AppTec Co., Ltd.",Health Care,,,,,,,2359.0,Current,CHEN Min Zhang,Executive Director,CEO,2022-05-06,,WuXi AppTec,https://en.wikipedia.org/wiki/WuXi_AppTec,,Public,2000; 25 years ago (2000),,"Shanghai, China",Contract Research OrganizationsPharmaceuticalBiopharmaceutical Medical Devices,Ge Li,,,,,,,,,,,SSE: 603259SEHK: 2359Hang Seng Index componentCSI A50,www.wuxiapptec.com
Hong Kong,WuXi Biologics (Cayman) Inc.,Health Care,,,,,,,2269.0,Current,CAO Yan Ling,Non Executive Director,,2016-05-11,,China Power Clean Energy Development,https://en.wikipedia.org/wiki/China_Power_Clean_Energy_Development,,,2006 in Bermuda (legal domicile),,"Hong Kong, China","Electricity, renewable energy",Wang Binghua (Chairman)Wang Zhongtang (CEO),,,,,State Power Investment Corporation,Electric power,,,,,SEHK: 735,www.cpne.com.hk
Hong Kong,YSB Inc.,Health Care,,,,,,,9885.0,Current,CHEN Fei,Executive Director,,2022-04-15,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
Hong Kong,Yunnan Energy International Co. Limited,Health Care,,,,,,,1298.0,Current,JING Pi Lin,Independent Non Executive Director,,2018-11-30,,ENN Energy,https://en.wikipedia.org/wiki/ENN_Energy,,Listed company (SEHK: 2688),,,"Langfang, China",Utilities,Chairman: Wang Yusuo,,,,,ENN Group,,"RMB60,698 million (2018)",,,,Hang Seng Index,http://ir.ennenergy.com/en/global/home.php
Hong Kong,New Horizon Health Limited,Health Care,,,,,,,6606.0,Delisted,CHEN Yi You,Executive Director,,2018-06-07,2025-10-27,Alibaba Health,https://en.wikipedia.org/wiki/Alibaba_Health,,Public subsidiary,2014; 11 years ago (2014),,"Beijing, China",Digital health,Zhu Shunyan (Chairman)Shen Difan (CEO),CN¥5.34 million (2023),"1,560 (2023)",,,Alibaba Group,,CN¥26.76 billion (2023),,CN¥20.75 billion (2023),CN¥15.13 billion (2023),SEHK: 241Hang Seng Index component,www.alihealth.cn
Hong Kong,"Modern Chinese Medicine Group Co., Ltd.",Health Care,,,,,,,1643.0,Current,JIA Yan Ru,Executive Director,,2023-11-03,,History of education in China,https://en.wikipedia.org/wiki/History_of_education_in_China,,,,,,,,,,,,,,,,,,,
Hong Kong,"Beijing Biostar Pharmaceuticals Co., Ltd.",Health Care,,,,,,,2563.0,Current,DAI Xue Fen,Non Executive Director,,2025-05-23,,Shanghai Pharmaceuticals,https://en.wikipedia.org/wiki/Shanghai_Pharmaceuticals,"Asia-Pacific, China",listed,1994,,"Shanghai, China",Pharmaceuticals,,US$ 532 million (2023),"48,164 (2023)",,,,,"US$ 36,769 million (2023)",,"US$ 29,865 billion (2023)",,SSE: 601607 SEHK: 2607,www.sphchina.com
Hong Kong,PuraPharm Corporation Limited,Health Care,,,,,,,1498.0,Current,CHAN Yu Ling Abraham,Executive Director,"Chairman, CEO",2011-12-02,,Shanghai Pharmaceuticals,https://en.wikipedia.org/wiki/Shanghai_Pharmaceuticals,"Asia-Pacific, China",listed,1994,,"Shanghai, China",Pharmaceuticals,,US$ 532 million (2023),"48,164 (2023)",,,,,"US$ 36,769 million (2023)",,"US$ 29,865 billion (2023)",,SSE: 601607 SEHK: 2607,www.sphchina.com
London,BENCHMARK HOLDINGS PLC,Health Care,2015-12-30 0:00,United Kingdom,Europe,AIM,No,347.2,,,,,,,,Rotork,https://en.wikipedia.org/wiki/Rotork,,Public,1940s,,"Bath, Somerset, UK",Engineering,"Dorothy Thompson, ChairKiet Huynh, CEO",£104.8 million (2024),"3,300 (2025)",£135.9 million (2024),,,,£754.4 million (2024),,,,LSE: RORFTSE 250 component,www.rotork.com
Hong Kong,Aidigong Maternal & Child Health Limited,Health Care,,,,,,,286.0,Current,CHU Pui Ki Dickson,Independent Non Executive Director - A/F,,2025-04-14,,Alibaba Health,https://en.wikipedia.org/wiki/Alibaba_Health,,Public subsidiary,2014; 11 years ago (2014),,"Beijing, China",Digital health,Zhu Shunyan (Chairman)Shen Difan (CEO),CN¥5.34 million (2023),"1,560 (2023)",,,Alibaba Group,,CN¥26.76 billion (2023),,CN¥20.75 billion (2023),CN¥15.13 billion (2023),SEHK: 241Hang Seng Index component,www.alihealth.cn
Hong Kong,Mabpharm Limited,Health Care,,,,,,,2181.0,Current,CEN Jia Lin,Non Executive Director,,2024-07-10,,Genus plc,https://en.wikipedia.org/wiki/Genus_plc,,Public,1933,,"Basingstoke, Hampshire, UK",Biotechnology,"Iain Ferguson, Chairman Jorgen Kokke, CEO",£2.4 million (2024),,£6.4 million (2024),,,,£668.8 million (2024),,,,LSE: GNSFTSE 250 component,www.genusplc.com
