ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION
6923172,03/07/2023,02/24/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-4-401-1 14A-3-306-1,207401,14009572,FAILED,N,COMPLAINT,527 W 44TH ST,527,W,44TH,ST,310580,,41.81434967,-87.63951522,"(41.81434966461548, -87.63951522321187)"
6923161,03/07/2023,02/28/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP WORK UNTIL PERMIT IS OBTAINED SECTION 14A-3-306,BL00258,14009555,FAILED,N,COMPLAINT,6110 S PRINCETON AVE,6110,S,PRINCETON,AVE,361525,,41.78321098,-87.63284349,"(41.783210982731504, -87.6328434850858)"
6912590,04/04/2023,10/22/2022,COMPLIED,04/04/2023,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT HAS BEEN OBTAINED 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00331,13945956,PASSED,N,COMPLAINT,5443 W DAKIN ST,5443,W,DAKIN,ST,154321,,41.95222468,-87.76377196,"(41.95222467683176, -87.76377196277187)"
7029499,08/23/2023,07/31/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL APPROVED PLANS AND BUILDING PERMIT ARE OBTAINED 13-12-080 13-32-035,371002,14134093,FAILED,N,COMPLAINT,3545 S EMERALD AVE,3545,S,EMERALD,AVE,297762,,41.82942911,-87.64471115,"(41.82942910943838, -87.64471115214043)"
6915486,02/15/2023,10/21/2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PEMISES UNTIL PERMITS ARE OBTAINED 14A-3-306-1 14A-4-411-1,207401,14002881,FAILED,N,COMPLAINT,7800 S MUSKEGON AVE,7800,S,MUSKEGON,AVE,421666,49.0,41.75359555,-87.55568559,"(41.75359554640871, -87.55568559417367)"
6907886,01/30/2023,01/10/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,13942120,FAILED,N,COMPLAINT,2514 W ADDISON ST,2514,W,ADDISON,ST,663673,,41.94683455,-87.69135413,"(41.94683454788972, -87.69135412475144)"
7040415,09/14/2023,08/30/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEE AND PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,14142035,FAILED,N,COMPLAINT,2418 N BURLING ST,2418,N,BURLING,ST,97815,35.0,41.92604489,-87.64770487,"(41.92604489063814, -87.64770487267178)"
7102389,01/17/2024,12/08/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,207401,14184506,FAILED,N,COMPLAINT,7214 S DR MARTIN L KING JR DR,7214,S,DR MARTIN L KING JR,DR,403682,,41.76339462,-87.61538557,"(41.76339462244421, -87.61538557434129)"
7005343,07/18/2023,06/24/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT AND PENALTY FEE TO BE ASSESSED FOR ALL WORK DONE WITHOUT OBTAINING PERMITS,104976,14120196,FAILED,N,COMPLAINT,5127 S LAWNDALE AVE,5127,S,LAWNDALE,AVE,336890,,41.799824,-87.71584654,"(41.79982400369732, -87.71584654337713)"
6933984,03/29/2023,03/23/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,ERECTED A NEW STEEL AND WOODEN FENCE OVER 5 FEET TALL AT THE SOUTH AND EAST LOT LINES,371002,14077912,FAILED,N,COMPLAINT,7011 S DAMEN AVE,7011,S,DAMEN,AVE,398575,,41.76628926,-87.67342439,"(41.766289259731366, -87.67342438890391)"
7079141,03/20/2024,11/09/2023,COMPLIED,03/20/2024,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306,388180,14169313,PASSED,N,COMPLAINT,445 E 87TH ST,445,E,87TH,ST,461169,,41.73641957,-87.61271644,"(41.73641956675027, -87.61271643502056)"
7136549,03/20/2024,03/06/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK AT THE PREMISES UNTIL A PERMIT IS OBTAINED 14A-3-306,BL00952,14314129,FAILED,N,COMPLAINT,1349 N ASTOR ST,1349,N,ASTOR,ST,57784,,41.90726021,-87.62746187,"(41.907260213596054, -87.62746187167426)"
7152909,04/22/2024,04/09/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL APPROVED PLANS AND BUILDING PERMIT ARE OBTAINED 13-12-080 13-32-035,371002,14324946,FAILED,N,COMPLAINT,1111 W 62ND ST,1111,W,62ND,ST,363761,,41.78134477,-87.65263441,"(41.781344769495576, -87.65263441119107)"
6957394,05/17/2023,05/09/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 13-12-080 13-32-035,371002,14096442,FAILED,N,COMPLAINT,1821 S SPRINGFIELD AVE,1821,S,SPRINGFIELD,AVE,274162,,41.8564137,-87.72224217,"(41.856413702424454, -87.72224217391965)"
7107433,01/23/2024,01/16/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEE AND PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,14212974,FAILED,N,COMPLAINT,6029 W WAVELAND AVE,6029,W,WAVELAND,AVE,156772,,41.94746816,-87.77775189,"(41.94746816065159, -87.77775188855405)"
7175814,06/12/2024,04/25/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON THE PREMISES UNTIL A BUILDING PERMIT IS ISSUED 14A-3-306 14A-4-411,287646,14386745,FAILED,N,COMPLAINT,9100 S WALLACE ST,9100,S,WALLACE,ST,477167,,41.72873922,-87.63869951,"(41.7287392227548, -87.63869951116405)"
6945411,04/20/2023,03/26/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,MAKE ALL NECESSARY REPAIRS TO THE WEST ELEVATION OF A 1 STORY BUILDING THAT WERE THE RESULT OF A VEHICULAR IMPACT,371002,14086254,FAILED,N,COMPLAINT,2759 W CERMAK RD,2759,W,CERMAK,RD,277747,,41.85179281,-87.69538205,"(41.85179281308853, -87.6953820451316)"
7245451,11/06/2024,10/17/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 14A3-306 14A-4-411,287646,14457666,FAILED,N,COMPLAINT,6548 S NORMAL BLVD,6548,S,NORMAL,BLVD,378885,,41.77475084,-87.63700886,"(41.77475084235623, -87.63700885894214)"
7150501,08/07/2024,03/29/2024,COMPLIED,08/07/2024,BLANK-TEXT MUST CITE CODE SECT,,REMOVE RECENTLY BUILT SHED NOT ALLOWED BY ZONING 17-04-0204 14A-3-306,BL00331,14323428,PASSED,N,COMPLAINT,3408 S WESTERN AVE,3408,S,WESTERN,AVE,295379,,41.83177669,-87.6852172,"(41.831776688171345, -87.68521720084703)"
6897434,01/10/2023,12/10/2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A NEW BUILDING PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,287646,13908188,FAILED,N,COMPLAINT,841 W 111TH ST,841,W,111TH,ST,524210,,41.69222751,-87.64399211,"(41.69222751210166, -87.64399210455498)"
7170804,05/31/2024,05/13/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,371443,14383296,FAILED,N,COMPLAINT,5707 N CHRISTIANA AVE,5707,N,CHRISTIANA,AVE,212124,,41.98510282,-87.71245051,"(41.985102823248106, -87.71245050972968)"
7082062,12/04/2023,11/30/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14171490,FAILED,N,COMPLAINT,8200 S TALMAN AVE,8200,S,TALMAN,AVE,440856,,41.74449576,-87.68897999,"(41.7444957643627, -87.68897999269075)"
7187892,07/11/2024,06/11/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT HAS BEEN OBTAINED SECITON 14A-3-306-1 14A-4-411-1 14A-4-401-1,445381,14400329,FAILED,N,COMPLAINT,5043 W EDDY ST,5043,W,EDDY,ST,136549,,41.94507594,-87.75363357,"(41.9450759437381, -87.7536335723768)"
7072361,11/13/2023,11/02/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAIN 14A-3-306-1 14A-4-411-1,207401,14164693,FAILED,N,COMPLAINT,10847 S EGGLESTON AVE,10847,S,EGGLESTON,AVE,513574,,41.69657499,-87.63392245,"(41.696574988196005, -87.63392244993736)"
6237108,10/10/2024,04/18/2019,COMPLIED,10/09/2024,BLANK-TEXT MUST CITE CODE SECT,STO WORK ORDER FEE PAID 2.10.22.,"STOP ALL WORK ON PREMISES UNTIL PLANS ARE APPROVED AND PERMIT IS OBTAINEDSECTION 12-080, 13-32-035.",445381,12921837,PASSED,N,COMPLAINT,229 N MAYFIELD AVE,229,N,MAYFIELD,AVE,34481,,41.88500307,-87.77180324,"(41.88500306835536, -87.7718032353676)"
7002200,07/11/2023,06/23/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,YOU ARE HEARBY NOTIFIED THAT PERMIT #101019688 IS VOIDED FOR WORKING BEYOND SCOPE 14A-4-413,287646,14117622,FAILED,N,COMPLAINT,7415 S PRINCETON AVE,7415,S,PRINCETON,AVE,408632,,41.75945394,-87.63192734,"(41.75945393706813, -87.63192734110457)"
6687996,06/09/2023,09/03/2021,COMPLIED,06/09/2023,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306,BL00331,13609926,PASSED,N,COMPLAINT,13332 S RIVERDALE AVE,13332,S,RIVERDALE,AVE,541355,,41.65249218,-87.60820766,"(41.65249218418338, -87.60820765632239)"
5947472,05/02/2023,03/07/2018,COMPLIED,05/02/2023,BLANK-TEXT MUST CITE CODE SECT,,"STOP ALL CONSTRUCTION WORK UNTIL PERMIT IS OBTAINEDSECTION 13-12-080, 13-32-035.",BL00331,12571042,PASSED,N,COMPLAINT,11829 S ASHLAND AVE,11829,S,ASHLAND,AVE,532484,,41.67850072,-87.66124418,"(41.67850071855241, -87.66124417487595)"
6960421,05/24/2023,05/15/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A NEW BUILDING PERMIT IS OBTAINED & PREVIOUS SWO FEE IS PAID 14A-3-306 14A-4-411 14A-4-413-8,287646,14099037,FAILED,N,COMPLAINT,608 E 64TH ST,608,E,64TH,ST,376722,,41.77862434,-87.61036518,"(41.77862433555181, -87.61036518412169)"
6402065,06/24/2024,12/09/2019,COMPLIED,06/24/2024,BLANK-TEXT MUST CITE CODE SECT,CONSTRUCTION FENCE UP IN FRONT AND REAR WITH LOCKS.,"NO CONSTRUCTION FENCE AT FRONT AND REAR, NO WORKMEN'S TEMPORARY CLOSET(7-28-610)(13-32-125/#B)",BL00746,13059147,FAILED,N,COMPLAINT,3922 N OTTAWA AVE,3922,N,OTTAWA,AVE,160184,,41.95145008,-87.81845871,"(41.95145007582277, -87.81845870861665)"
7067840,11/02/2023,10/19/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,207401,14161242,FAILED,N,COMPLAINT,8626 S KINGSTON AVE,8626,S,KINGSTON,AVE,451249,,41.73823369,-87.5625275,"(41.73823369274144, -87.56252750396924)"
7189673,07/16/2024,06/27/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,207401,14401669,FAILED,N,COMPLAINT,8139 S BLACKSTONE AVE,8139,S,BLACKSTONE,AVE,431284,,41.74665067,-87.58807594,"(41.74665067196944, -87.58807594447521)"
7039054,09/12/2023,08/31/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14141028,FAILED,N,COMPLAINT,5542 S SEELEY AVE,5542,S,SEELEY,AVE,350151,,41.79221048,-87.67561168,"(41.792210478262305, -87.67561168170823)"
7081970,12/04/2023,11/17/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAIN 14A-3-306-1 14A-4-411-1,104976,14171349,FAILED,N,COMPLAINT,3600 W 59TH ST,3600,W,59TH,ST,353750,,41.78619655,-87.71348942,"(41.786196544925204, -87.71348942184615)"
7171419,06/03/2024,05/21/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,207401,14383718,FAILED,N,COMPLAINT,8032 S HARPER AVE,8032,S,HARPER,AVE,431550,,41.74865203,-87.58727476,"(41.74865202842567, -87.58727476365831)"
6821949,02/16/2023,07/12/2022,COMPLIED,02/16/2023,BLANK-TEXT MUST CITE CODE SECT,NO STOP WORK ORDER ON RECORD/FILE AT TIME OF AH CASE REINSPECTION.,PERMIT FEE AND PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-301-1 14A-4-411-1 14A-4-401-1,BL00746,13844969,CLOSED,N,COMPLAINT,5239 N CENTRAL AVE,5239,N,CENTRAL,AVE,554769,,41.97653405,-87.76832747,"(41.97653405198138, -87.7683274670355)"
6902747,01/23/2023,01/12/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,HAVE A LIC. ARCHITECT OR STRUCTURAL ENGINEER PROVIDE A CONDITION REPORT ON THE ENTIRE BUILDING 14A-6-603-5,287646,13912971,FAILED,N,COMPLAINT,519 E OAKWOOD BLVD,519,E,OAKWOOD,BLVD,303452,,41.82256982,-87.61342217,"(41.82256981603257, -87.6134221680375)"
6180381,08/01/2024,12/12/2018,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,BREACH WITHIN FIRE SEPARATION THROUGHOUT BASEMENT AREAS MISSING SECTIONS OF DRYWALL/ PLASTER AT THE CEILINGS WITHIN THE BASEMENT AREAS THROUGHOUT PROPERTY.,112463,14424227,PASSED,N,COMPLAINT,734 E 95TH ST,734,E,95TH,ST,472070,51.0,41.72214757,-87.60550352,"(41.72214757116802, -87.60550351633725)"
6718727,05/26/2023,11/30/2021,COMPLIED,05/26/2023,BLANK-TEXT MUST CITE CODE SECT,,STOP WORK UNTIL PERMIT IS OBTAINED SECTION 14A-4-411,BL00331,13632768,PASSED,N,COMPLAINT,6239 S MELVINA AVE,6239,S,MELVINA,AVE,373880,,41.77843246,-87.77625883,"(41.7784324587839, -87.77625882672068)"
7232149,10/08/2024,08/30/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEES AND PENALTIES TO BE ACCESSED FOR WORK PERFORMED WITHOUT A PERMIT 14A-3-306-1 14A-4-411-1,207401,14446952,FAILED,N,COMPLAINT,8226 S LANGLEY AVE,8226,S,LANGLEY,AVE,430520,,41.74492539,-87.60763307,"(41.744925390303216, -87.60763306777561)"
7063523,10/25/2023,09/30/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT AND PENALTY FEE TO BE ASSESSED FOR ALL WORK DONE WITHOUT OBTAINED PERMITS,104976,14157766,FAILED,N,COMPLAINT,3945 W 68TH ST,3945,W,68TH,ST,402068,3.0,41.76945396,-87.7218703,"(41.76945396341102, -87.72187029962126)"
7147693,04/11/2024,04/05/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14321667,FAILED,N,COMPLAINT,3757 W 78TH PL,3757,W,78TH,PL,428020,,41.75061283,-87.71653661,"(41.75061283066915, -87.71653661000684)"
6326487,06/06/2023,08/16/2019,COMPLIED,06/06/2023,BLANK-TEXT MUST CITE CODE SECT,,"STOP ALL WORK ON PREMISES UNTIL PLANS ARE APPROVED AND PERMIT IS OBTAINEDSECTION 12-080, 13-32-035.",BL00331,12991398,PASSED,N,COMPLAINT,2343 W ROOSEVELT RD,2343,W,ROOSEVELT,RD,263076,,41.86651208,-87.68536192,"(41.8665120745726, -87.68536191797541)"
7136987,03/21/2024,03/01/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL APPROVED PLANS AND BUILDING PERMIT ARE OBTAINED 13-12-080 13-32-035,371002,14314473,FAILED,N,COMPLAINT,216 N PARKSIDE AVE,216,N,PARKSIDE,AVE,34620,,41.88474456,-87.76681682,"(41.884744561293616, -87.76681681753685)"
7176241,06/12/2024,05/07/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14386954,FAILED,N,COMPLAINT,5406 S NEWCASTLE AVE,5406,S,NEWCASTLE,AVE,344093,,41.79380699,-87.79299022,"(41.793806988152994, -87.7929902205045)"
6955462,05/12/2023,05/01/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,14094796,FAILED,N,COMPLAINT,1627 N MERRIMAC AVE,1627,N,MERRIMAC,AVE,81615,,41.91000747,-87.78159403,"(41.91000747436706, -87.78159402628339)"
6903194,01/24/2023,12/29/2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL APPROVED PLANS AND BUILDING PERMIT ARE OBTAINED 13-12-080 13-32-035,371002,13913332,FAILED,N,COMPLAINT,7621 S EGGLESTON AVE,7621,S,EGGLESTON,AVE,422349,,41.75558,-87.63549188,"(41.75557999599309, -87.63549187672582)"
7085649,12/12/2023,11/21/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 14A-3-306 14A-4-411,287646,14174223,FAILED,N,COMPLAINT,617 E 103RD PL,617,E,103RD,PL,500034,,41.70637543,-87.60824374,"(41.706375431075614, -87.60824373727392)"
6938317,04/07/2023,03/29/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 14A-3-306 14A-4-411,287646,14081355,FAILED,N,COMPLAINT,10737 S EGGLESTON AVE,10737,S,EGGLESTON,AVE,513565,,41.69863532,-87.6339856,"(41.69863531759976, -87.63398560060433)"
6899835,01/17/2023,11/22/2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL REVISED PERMIT IS APPROVED BY LANDMARKS 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,13910351,FAILED,N,COMPLAINT,1118 N WINCHESTER AVE,1118,N,WINCHESTER,AVE,47625,33.0,41.90200635,-87.67614959,"(41.9020063503389, -87.67614959122118)"
6944579,04/19/2023,04/10/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 13-12-080 13-32-035,371002,14085803,FAILED,N,COMPLAINT,8129 S EVANS AVE,8129,S,EVANS,AVE,429827,51.0,41.74672441,-87.60617514,"(41.74672441184285, -87.60617513525732)"
7014197,07/31/2023,07/18/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEE & PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-306 14A-4-411,287646,14125303,FAILED,N,COMPLAINT,1729 N KEELER AVE,1729,N,KEELER,AVE,78171,,41.9125077,-87.73115173,"(41.91250769859158, -87.73115173040222)"
6902025,01/20/2023,11/04/2022,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1,207401,13912214,FAILED,N,COMPLAINT,8241 S LA SALLE ST,8241,S,LA SALLE,ST,435871,,41.7441988,-87.62792077,"(41.744198798647126, -87.62792077116022)"
7250040,11/18/2024,11/05/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORKED PREMISES UNTIL A BUILDING PERMIT IS OBTAINED 14A-3-306 14A-4-411,287646,14460593,FAILED,N,COMPLAINT,7511 S CARPENTER ST,7511,S,CARPENTER,ST,423038,,41.7573098,-87.65013259,"(41.75730980182923, -87.6501325877904)"
7256334,12/04/2024,11/12/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALAL WORK ON PREMISES UNTIL APPROVED PLANS & BUILDING PERMIT ARE OBTAINED 14A-3-306 14A-4-411,287646,14465942,FAILED,N,COMPLAINT,654 E 92ND PL,654,E,92ND,PL,471935,,41.72668597,-87.60727873,"(41.72668597087733, -87.60727872451028)"
7143368,04/03/2024,03/08/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14318850,FAILED,N,COMPLAINT,6604 S TALMAN AVE,6604,S,TALMAN,AVE,383957,,41.77347788,-87.68973429,"(41.77347787943043, -87.68973428853202)"
7156580,04/30/2024,04/22/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,14327541,FAILED,N,COMPLAINT,7029 N ORIOLE AVE,7029,N,ORIOLE,AVE,239241,,42.00867126,-87.81627487,"(42.008671261453294, -87.8162748686962)"
7139738,03/27/2024,03/11/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT HAS BEEN OBTAINED 14A-3-306-1,207401,14316426,FAILED,N,COMPLAINT,9012 S HARPER AVE,9012,S,HARPER,AVE,463270,50.0,41.73099224,-87.5869388,"(41.73099223853218, -87.5869387948589)"
7194331,07/25/2024,07/23/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT AND PENALTY FEE TO BE ASSESSED FOR ALL WORK COMPLETED WITHOUT A PERMIT 14A-3-306-1 14A-4-411-1 14A-4-401-1,371443,14421602,FAILED,N,COMPLAINT,4815 N MELVINA AVE,4815,N,MELVINA,AVE,195242,,41.96894929,-87.78301521,"(41.9689492896998, -87.78301521065366)"
7017889,08/04/2023,07/18/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,REMOVE THAT PORTION OF 6FT IRON MORE THAN 20% SOLID FENCE THAT EXCEEDS 4.5 FT IN HEIGHT AND 15 IN THE REQUIRED ZONING FRONT YARD SETBACK ZONING ORDINACE SECTION NUMBERS 17-17-0309 17-2-035 17-2-0305,BL00746,14127453,FAILED,N,COMPLAINT,7505 N CALIFORNIA AVE,7505,N,CALIFORNIA,AVE,564777,,42.0176821,-87.69946916,"(42.017682103393355, -87.69946916245769)"
7213587,09/03/2024,07/26/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEE AND PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-306,BL00952,14435668,FAILED,N,COMPLAINT,1006 N MONTICELLO AVE,1006,N,MONTICELLO,AVE,52087,,41.89935596,-87.71781015,"(41.8993559636649, -87.71781015080576)"
7144352,04/05/2024,03/27/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON THE PREMISES UNTIL A PERMIT IS OBTAINED 14A-3-306,BL00952,14319717,FAILED,N,COMPLAINT,1059 N WOLCOTT AVE,1059,N,WOLCOTT,AVE,47659,,41.90132043,-87.6746166,"(41.90132042594509, -87.67461659752595)"
7137006,03/21/2024,02/09/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,PERMIT FEE AND PENALTY TO BE ASSESSED FOR WORK COMPLETED WITHOUT A BUILDING PERMIT 14A-3-306-1 14A-4-401-1,104976,14314492,FAILED,N,COMPLAINT,6036 S AUSTIN AVE,6036,S,AUSTIN,AVE,608332,,41.7822481,-87.77181009,"(41.782248096525166, -87.77181008968059)"
6812216,01/25/2023,05/21/2022,COMPLIED,01/25/2023,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL A BUILDING PERMIT IS OBTAINED PERMIT #100873895 IS VOIDED FOR TIME LIMITATIONS ISSUED 8-27-2020 14A-3-306-1 14A-4-411-1 14A-4-413-8,388180,13836939,PASSED,N,COMPLAINT,7748 S MARQUETTE AVE,7748,S,MARQUETTE,AVE,421185,,41.75401663,-87.55863523,"(41.7540166322441, -87.5586352287953)"
7204471,08/15/2024,07/24/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,FINE FOR WORK DONE WITHOUT A PERMIT SECTION 14A-3-306,BL00258,14429512,FAILED,N,COMPLAINT,8244 S BISHOP ST,8244,S,BISHOP,ST,438966,,41.74360996,-87.65977153,"(41.74360996238711, -87.65977153015527)"
6912644,02/08/2023,02/01/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL APPROVED PLANS AND BUILDING PERMIT ARE OBTAINED 13-12-080 13-32-035,371002,13945975,FAILED,N,COMPLAINT,11814 S SANGAMON ST,11814,S,SANGAMON,ST,532081,,41.67909251,-87.64575311,"(41.6790925054247, -87.64575310900088)"
6941811,04/14/2023,04/06/2023,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,INTERIOR REPAIRS EXTERIOR ALTERATIONS TO A TWO (2) STORY FRAME MULTI (2) UNIT PROPERTY INCLUDING BUT NOT LIMITED TO ERECTED MORE THAN ALLOTTED AMOUNT OF DRYWALL REMOVED AND REPLACED OPEN COMBUSTIBLE FRONT PORCH,207401,14083917,FAILED,N,COMPLAINT,8357 S BALTIMORE AVE,8357,S,BALTIMORE,AVE,451328,,41.74371513,-87.553931,"(41.74371512952244, -87.5539309975823)"
7155344,04/26/2024,04/16/2024,OPEN,,BLANK-TEXT MUST CITE CODE SECT,,STOP ALL WORK ON PREMISES UNTIL PERMIT IS OBTAINED 14A-3-306-1 14A-4-411-1 14A-4-401-1,BL00746,14326739,FAILED,N,COMPLAINT,3053 N SEMINARY AVE,3053,N,SEMINARY,AVE,111972,,41.9377966,-87.65631837,"(41.93779659538217, -87.65631837009964)"
