title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Sexline,1995.0,Various,Electronic,France,,,,,,,,,,,,,,,,,,
In De Ghetto,1996.0,Bad Yard Club,Electronic,US,,,,,,,,,,,,,,,,,,
Transpose,1995.0,Mesquite,Electronic,UK,,,,,,,,,,,,,,,,,,
Games Of Love,2002.0,Soundzreal,Electronic,UK,,,,,,,,,,,,,,,,,,
Tales From Techno 01,2022.0,Thi Hüüt; Kriggah; Itsvan Pycco,Electronic,France,,,,,,,,,,,,,,,,,,
Lounge Blue,2007.0,David Gainsford (2),Electronic,UK,,,,,,,,,,,,,,,,,,
28 Days Later,2018.0,Nightmare Park,Electronic,US,,,,,,,,,,,,,,,,,,
You Know,2019.0,MRSHL,Electronic,UK,,,,,,,,,,,,,,,,,,
Preparing For Pointe,2014.0,Climax Denial; The Rita,Electronic,Canada,,,,,,,,,,,,,,,,,,
Realization For The Ear & Remixes,2016.0,Hommé,Electronic,Greece,,,,,,,,,,,,,,,,,,
Summer Tales,2019.0,Rene Ablaze,Electronic,UK,,,,,,,,,,,,,,,,,,
II,2012.0,Atillla,Electronic,Portugal,,,,,,,,,,,,,,,,,,
Noise Hundred Eighteen - Natural Disaster Paedophilia,2019.0,Tole Ache,Electronic,Germany,,,,,,,,,,,,,,,,,,
Lucifer Loopz EP,2012.0,Boy Fruit,Electronic,US,,,,,,,,,,,,,,,,,,
Gee Fire 10 Ears: Anniversary Demo Special For The Third Movement,2009.0,Various,Electronic,Russia,,,,,,,,,,,,,,,,,,
Arctic Blast,2017.0,Swift (44),Electronic,Belgium,,,,,,,,,,,,,,,,,,
Tokyo Taxi,2006.0,Moshic; OMB,Electronic,Israel,,,,,,,,,,,,,,,,,,
Englishman In New York,2019.0,Ermanno Cangaro,Electronic,Italy,,,,,,,,,,,,,,,,,,
Keep Me Sweet,2009.0,Levan; Andrea Mocha,Electronic,Germany,,,,,,,,,,,,,,,,,,
Wahre Liebe,2012.0,Agonoize,Electronic,Germany,,,,,,,,,,,,,,,,,,
Нельзя Умирать / Верить,2013.0,Parpita,Electronic,Russia,,,,,,,,,,,,,,,,,,
Gradus Octo,2021.0,Fälten,Electronic,,,,,,,,,,,,,,,,,,,
Elements Of Life,2007.0,DJ Tiësto,Electronic,Romania,,,,,,,,,,,,,,,,,,
oooooooo,2022.0,Daniel[i]; Rambadu,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
Get Out (Of My Mind),2012.0,Da Fleiva,Electronic,Romania,,,,,,,,,,,,,,,,,,
Psy Trance Clubbing - Volume 01,2010.0,Various,Electronic,Germany,,,,,,,,,,,,,,,,,,
Lunar Moods,2009.0,Rael Bleep; Tor.Ma,Electronic,Germany,,,,,,,,,,,,,,,,,,
Israely Flip't On Henfiled,2001.0,S>Range; Dogma (4),Electronic,Israel,,,,,,,,,,,,,,,,,,
Politics,2017.0,Undervatten,Electronic,US,,,,,,,,,,,,,,,,,,
Selection 002,2017.0,Verschwender,Electronic,Germany,,,,,,,,,,,,,,,,,,
Over You,2001.0,Daddy DJ,Electronic,France,,,,,,,,,,,,,,,,,,
Trying To Catch Your Heart (Promo),2011.0,Boba Fettuccini,Electronic,US,,,,,,,,,,,,,,,,,,
Apple,2006.0,Anal Drill,Electronic,US,,,,,,,,,,,,,,,,,,
First,1998.0,Chroma (3),Electronic,France,,,,,,,,,,,,,,,,,,
Iku Lele (Cee ElAssaad Voodoo Mix),2025.0,Yamil,Electronic,Spain,,,,,,,,,,,,,,,,,,
Living In Chains (Amen Andrews Remix),2020.0,Tap Throw,Electronic,UK,,,,,,,,,,,,,,,,,,
Bae,2014.0,Laidback Luke; Gina Turner,Electronic,US,,,,,,,,,,,,,,,,,,
Going Down,2001.0,Zero Vision,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
"Don't Lie, You've Heard Worse...",2014.0,Dead Channel,Electronic,Japan,,,,,,,,,,,,,,,,,,
Prepare To Reactivate,1998.0,DJ Hydraulic,Electronic,US,,,,,,,,,,,,,,,,,,
14,2024.0,Fuck My Corpse Forever,Electronic,Hungary,,,,,,,,,,,,,,,,,,
Hyper Techno Mix Revolution II,2001.0,Move (2),Electronic,Hong Kong,,,,,,,,,,,,,,,,,,
PsykedÆDalum Vol.1,2016.0,Various,Electronic,Italy,,,,,,,,,,,,,,,,,,
Applied Magic,1994.0,Avalanche (25),Electronic,Netherlands,,,,,,,,,,,,,,,,,,
Inside Out EP1,2018.0,Various,Electronic,UK,,,,,,,,,,,,,,,,,,
Under Constructo,2006.0,DJ Icey,Electronic,US,,,,,,,,,,,,,,,,,,
Cats Paws Volume 1,2009.0,prOphecy Sun,Electronic,Canada,,,,,,,,,,,,,,,,,,
Rebound Lounge,2016.0,DJ Dog (2); Double Dancer,Electronic,Germany,,,,,,,,,,,,,,,,,,
Video Disco Show No. 60 Januar 1988,1988.0,Various,Electronic,Germany,,,,,,,,,,,,,,,,,,
Cuando El Amor Se Acaba = When Love Runs Out,1983.0,De Blanc,Electronic,Spain,,,,,,,,,,,,,,,,,,
Noise Action: Earmeal,2016.0,David Schafer,Electronic,Czech Republic,,,,,,,,,,,,,,,,,,
MCCCLXXII,2019.0,Nosferatu 1922,Electronic,,,,,,,,,,,,,,,,,,,
Face À Face,2020.0,A-Leks; The Galdean,Electronic,Spain,,,,,,,,,,,,,,,,,,
Infactious Vol Three,2007.0,Various,Electronic,Germany,,,,,,,,,,,,,,,,,,
Moral Decay,2016.0,VHS Glitch,Electronic,,,,,,,,,,,,,,,,,,,
Formulation II,2022.0,Laevent,Electronic,UK,,,,,,,,,,,,,,,,,,
Devosa,2012.0,Robbie Seed,Electronic,Sweden,,,,,,,,,,,,,,,,,,
Venom,2020.0,Equalizer (4),Electronic,Belgium,,,,,,,,,,,,,,,,,,
I Rock (The Beats),2009.0,PillFORM,Electronic,US,,,,,,,,,,,,,,,,,,
Hypnotic (Omar Labastida Remix),2023.0,Itsbilly; Monoky,Electronic,Italy,,,,,,,,,,,,,,,,,,
Tum Tum,2011.0,Alex Sims; Michel Simard,Electronic,Colombia,,,,,,,,,,,,,,,,,,
Music Of My Soul (Remixes),2012.0,Mark Bester,Electronic,Russia,,,,,,,,,,,,,,,,,,
Clean (Bare),2005.0,Depeche Mode,Electronic,US,,,,,,,,,,,,,,,,,,
Cold Spring,2014.0,Seba,Electronic,UK,,,,,,,,,,,,,,,,,,
Trace / For (Yacht) Club Use Only Remixes,2014.0,Midland,Electronic,UK,,,,,,,,,,,,,,,,,,
Superman,2022.0,Daniel Chord,Electronic,Italy,,,,,,,,,,,,,,,,,,
Dorf EP,2011.0,Atix,Electronic,Italy,,,,,,,,,,,,,,,,,,
Seismic Sound Nine!,1994.0,Various,Electronic,US,,,,,,,,,,,,,,,,,,
Can't Do Without (Large Joints Version),2014.0,Mike Millrain,Electronic,UK,,,,,,,,,,,,,,,,,,
Teachings,2019.0,Akcept,Electronic,Australia & New Zealand,,,,,,,,,,,,,,,,,,
WARNING,2022.0,REAPER (29),Electronic,US,,,,,,,,,,,,,,,,,,
Sur+ Sampler 55,2012.0,Various,Electronic,Belgium,,,,,,,,,,,,,,,,,,
CCQ ECQ,2014.0,V.Cepeda,Electronic,Spain,,,,,,,,,,,,,,,,,,
Heroes Never Die,1984.0,Q-Feel,Electronic,US,,,,,,,,,,,,,,,,,,
Take My Breath EP,2014.0,WD2N,Electronic,US,,,,,,,,,,,,,,,,,,
Funky Feeling (Say Oops),1996.0,2 My T,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
Piano Madness,2017.0,Roberto Frattale,Electronic,Italy,,,,,,,,,,,,,,,,,,
Exit Lines,2014.0,Mikael Hirsz,Electronic,,,,,,,,,,,,,,,,,,,
Lately,2007.0,TRC,Electronic,UK,,,,,,,,,,,,,,,,,,
Back To Prison,1990.0,Bang The Party,Electronic,UK,,,,,,,,,,,,,,,,,,
Germination,1993.0,Underground Science,Electronic,UK,,,,,,,,,,,,,,,,,,
That's A Mad Disco (Edit),2025.0,U.A. (3),Electronic,Italy,,,,,,,,,,,,,,,,,,
Maska EP,2004.0,Mar-Tex,Electronic,France,,,,,,,,,,,,,,,,,,
Secret Bunch Vol. I,2017.0,Various,Electronic,Austria,,,,,,,,,,,,,,,,,,
The Essential Italo Collection,2011.0,Various,Electronic,Philippines,,,,,,,,,,,,,,,,,,
Requiem For A Dream (Remix),2020.0,Beat Controllers,Electronic,Mexico,,,,,,,,,,,,,,,,,,
Saturday Night,2003.0,The Underdog Project,Electronic,Denmark,,,,,,,,,,,,,,,,,,
Cosmology Vol. 4 ,2015.0,The Cosmologist,Electronic,UK,,,,,,,,,,,,,,,,,,
Van She EP,2005.0,Van She,Electronic,Australia,,,,,,,,,,,,,,,,,,
Tears Of The Sun / Some Day,2021.0,Rafau Etamski,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
No Pistols,2010.0,Spark Taberner,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
Winter,2000.0,The Cease,Electronic,US,,,,,,,,,,,,,,,,,,
In My Head ,2016.0,D-Compost,Electronic,,,,,,,,,,,,,,,,,,,
Tough Guy (Ode To Snoopy) (GSR Lockdown Remix),2021.0,GSR,Electronic,UK,,,,,,,,,,,,,,,,,,
Into Battle With Art Of Noise,1984.0,The Art Of Noise,Electronic,UK,,,,,,,,,,,,,,,,,,
Journey,2016.0,Final Core,Electronic,Italy,,,,,,,,,,,,,,,,,,
Super Time Force Demos EP,2013.0,6955,Electronic,Canada,,,,,,,,,,,,,,,,,,
Cloudy,2014.0,Nicolas Hannig,Electronic,Germany,,,,,,,,,,,,,,,,,,
Plastic Dreams 2003,2003.0,Jaydee,Electronic,Netherlands,,,,,,,,,,,,,,,,,,
Thank You Baby,1992.0,Odessa (2),Electronic,Italy,,,,,,,,,,,,,,,,,,
Piano Ideas,2004.0,Fabio Fabor,Electronic,Italy,,,,,,,,,,,,,,,,,,
Lyrae,2018.0,The WLT,Electronic,Russia,,,,,,,,,,,,,,,,,,
Your Loving Arms,2006.0,Karen Overton,Electronic,Italy,,,,,,,,,,,,,,,,,,
Emetic XXXVI,2017.0,Martyn Hare,Electronic,UK,,,,,,,,,,,,,,,,,,
Lono EP,2016.0,Grandmoms Hands,Electronic,Russia,,,,,,,,,,,,,,,,,,
One Touch EP,2011.0,Astral Gnomix,Electronic,Germany,,,,,,,,,,,,,,,,,,
Cipher,2010.0,Motorcitysoul,Electronic,Germany,,,,,,,,,,,,,,,,,,
Take Time / Understand ,2020.0,Highrise (6),Electronic,UK,,,,,,,,,,,,,,,,,,
Where Did Love Go,1995.0,Fem 2 Fem,Electronic,US,,,,,,,,,,,,,,,,,,
Navigator,2014.0,Various,Electronic,Australia,,,,,,,,,,,,,,,,,,
Thinking Makes Me Angry,2024.0,Famous Jackson,Electronic,,,,,,,,,,,,,,,,,,,
Amor,2001.0,Madrid De Los Austrias,Electronic,Spain,,,,,,,,,,,,,,,,,,
Picture Postcard,1996.0,Mee-Si,Electronic,UK,,,,,,,,,,,,,,,,,,
Disco Crazy EP,2010.0,DJ Cristiao,Electronic,Austria,,,,,,,,,,,,,,,,,,
Soul Avengerz,2003.0,Early Contender,Electronic,UK,,,,,,,,,,,,,,,,,,
Around Villejuif EP,2007.0,PS Project (2),Electronic,France,,,,,,,,,,,,,,,,,,
Breathin' My Breath,2000.0,Flamingo Brothers,Electronic,Germany,,,,,,,,,,,,,,,,,,
Trancemaster 3009,2003.0,Various,Electronic,Russia,,,,,,,,,,,,,,,,,,
Greatest Hits,1988.0,The Human League,Electronic,Chile,,,,,,,,,,,,,,,,,,
The Age Of Blood,2017.0,Nocturnal Oath,Electronic,USA & Europe,,,,,,,,,,,,,,,,,,
Art-Werx,2021.0,Space Trax Collective,Electronic,US,,,,,,,,,,,,,,,,,,
Alltagsspiele,1983.0,Witha,Electronic,Germany,,,,,,,,,,,,,,,,,,
Get Ready,1986.0,Robin Stanley,Electronic,Venezuela,,,,,,,,,,,,,,,,,,
Chacun Sa Croix,2013.0,Boîte Noire,Electronic,France,,,,,,,,,,,,,,,,,,
Boogie Army (Boogie Down) / Sweet Nothings,1979.0,The Chosen Few,Electronic,Canada,,,,,,,,,,,,,,,,,,
Chile 1994,,Depeche Mode,Electronic,,,,,,,,,,,,,,,,,,,
Player Twenty One,2005.0,Player,Electronic,UK,,,,,,,,,,,,,,,,,,
Alien Attack,1997.0,S.P.O.C.K,Electronic,Sweden,,,,,,,,,,,,,,,,,,
TV Guide Plus,2016.0,AROMA VIRTUAL,Electronic,,,,,,,,,,,,,,,,,,,
Ya Mama,2001.0,Fatboy Slim,Electronic,UK,,,,,,,,,,,,,,,,,,
Yamaha Acid,2017.0,dyLAB,Electronic,UK,,,,,,,,,,,,,,,,,,
Resonate Part 1 Of 2,2009.0,Mike Mind,Electronic,Canada,,,,,,,,,,,,,,,,,,
Enamel,2016.0,Necrotik Fissure,Electronic,US,,,,,,,,,,,,,,,,,,
MTASD5,2009.0,Quinoline Yellow; Duplo Remote,Electronic,UK,,,,,,,,,,,,,,,,,,
Purveyors Of The Hypnotic Groove,2023.0,Various,Electronic,Germany,,,,,,,,,,,,,,,,,,
Hypnautic Beats,1990.0,Konzept,Electronic,Germany,,,,,,,,,,,,,,,,,,
Time Is Up,2001.0,Justin Bourne,Electronic,UK,,,,,,,,,,,,,,,,,,
Turning Point,2016.0,Symon & Jay,Electronic,Germany,,,,,,,,,,,,,,,,,,
Legacy,,The Art Of Noise,Electronic,US,,,,,,,,,,,,,,,,,,
A Letter From Afar,1984.0,B-Movie,Electronic,Scandinavia,,,,,,,,,,,,,,,,,,
The Jacket,2016.0,Isac (4),Electronic,Italy,,,,,,,,,,,,,,,,,,
Urb Sound Systems / 3 Way Noise And Experimental Split,2001.0,Urbanfailure; Exurbia; RBNX,Electronic,Slovakia,,,,,,,,,,,,,,,,,,
NO HEAVEN ++ NO HELL / ROT,2020.0,KNIVES (13),Electronic,Germany,,,,,,,,,,,,,,,,,,
Barton Springs,2024.0,Solarstone; Farius,Electronic,UK,,,,,,,,,,,,,,,,,,
Miami 2010,2010.0,Various,Electronic,US,,,,,,,,,,,,,,,,,,
Naimpromptusea,2020.0,Uburgrund,Electronic,Switzerland,,,,,,,,,,,,,,,,,,
Pukaar,2006.0,GD,Electronic,UK,,,,,,,,,,,,,,,,,,
Dreamscape (Spacebirds II),2018.0,Spacebirds,Electronic,Russia,,,,,,,,,,,,,,,,,,
Will You Be My Gameboy Always?,2018.0,BloomSTRAD,Electronic,,,,,,,,,,,,,,,,,,,
PT/3,2017.0,Happa (3),Electronic,UK,,,,,,,,,,,,,,,,,,
Good With Empathy,2022.0,秋 (3); RAWINTHEVOID,Electronic,US,,,,,,,,,,,,,,,,,,
The Black Hand,1993.0,La Cosa Nostra (2),Electronic,US,,,,,,,,,,,,,,,,,,
Vibrante Lumiere EP,2022.0,D.Sens,Electronic,Germany,,,,,,,,,,,,,,,,,,
Parallels,2009.0,Parallels,Electronic,Canada,,,,,,,,,,,,,,,,,,
Between A Rock And A Hard Place,,Artifacts,Hip Hop,US,,,,,,,,,,,,,,,,,,
Drip Beattape,2019.0,Green Assassin Dollar,Hip Hop,Japan,,,,,,,,,,,,,,,,,,
Five Beats I Love,2011.0,Remi (17),Hip Hop,,,,,,,,,,,,,,,,,,,
Gangsta Walk,,Gangstaz Taken Over,Hip Hop,US,,,,,,,,,,,,,,,,,,
SUPER DARK VR,2019.0,Lil Darkie,Hip Hop,,,,,,,,,,,,,,,,,,,
No Sleeep,2015.0,Janet Jackson,Hip Hop,"UK, Europe & US",,,,,,,,,,,,,,,,,,
Quest ,2001.0,Midknight Thuggs,Hip Hop,US,,,,,,,,,,,,,,,,,,
Z-Ro Tolerance (Slowed And Chopped),2003.0,Z-Ro; Daz Dillinger,Hip Hop,US,,,,,,,,,,,,,,,,,,
If I Could Teach The World,1997.0,Bone Thugs-N-Harmony,Hip Hop,Austria,,,,,,,,,,,,,,,,,,
How Ya Like Me Now,2014.0,Kool Moe Dee,Hip Hop,UK,,,,,,,,,,,,,,,,,,
Black From The Future,2016.0,Grand Puba,Hip Hop,US,,,,,,,,,,,,,,,,,,
All Frames Of The Game,1996.0,Playaz Tryna Strive,Hip Hop,US,,,,,,,,,,,,,,,,,,
Split Personality,1990.0,D-Loc,Hip Hop,US,,,,,,,,,,,,,,,,,,
The Blueprint 3,2009.0,Jay-Z,Hip Hop,Canada,,,,,,,,,,,,,,,,,,
Soul Assassins Instrumental Library Vol-1,2024.0,DJ Muggs,Hip Hop,Worldwide,,,,,,,,,,,,,,,,,,
2014 - 2018,2020.0,Chris Ares,Hip Hop,"Germany, Austria, & Switzerland",,,,,,,,,,,,,,,,,,
Nations Uprising,2005.0,Young Nations,Hip Hop,South Africa,,,,,,,,,,,,,,,,,,
Here Comes The Hammer,1991.0,MC Hammer,Hip Hop,UK,,,,,,,,,,,,,,,,,,
Time Out (Vol.2),2023.0,Sto',Hip Hop,France,,,,,,,,,,,,,,,,,,
Cool Drauf,2016.0,Zwara,Hip Hop,Austria,,,,,,,,,,,,,,,,,,
Halloween Nights In The Graveyard (Day Edition),2024.0,Gravediggaz,Hip Hop,"UK, Europe & US",,,,,,,,,,,,,,,,,,
Disque D'Ordures,2012.0,Nouveaux Genre NG,Hip Hop,France,,,,,,,,,,,,,,,,,,
Raw Soul,,Raw Soul (3),Hip Hop,,,,,,,,,,,,,,,,,,,
Wielki Sen,2002.0,Siedem Łez,Hip Hop,Poland,,,,,,,,,,,,,,,,,,
Paradise/Undertaker,2017.0,Flip Scripture,Hip Hop,Canada,,,,,,,,,,,,,,,,,,
Chinatown Sound Vol. 1,2023.0,Various,Hip Hop,US,,,,,,,,,,,,,,,,,,
Особенности Национального Рэпа # 8,2004.0,Various,Hip Hop,Russia,,,,,,,,,,,,,,,,,,
Twisted Mister,2004.0,Mr. Complex,Hip Hop,US,,,,,,,,,,,,,,,,,,
Revolver,2016.0,Curren$y; Sledgren,Hip Hop,US,,,,,,,,,,,,,,,,,,
Unpredictable Vol 1 Working With Something,2000.0,Mafia Style,Hip Hop,US,,,,,,,,,,,,,,,,,,
Hoodrich La Familia 2,2017.0,Various,Hip Hop,US,,,,,,,,,,,,,,,,,,
Egotron,2020.0,Ego (14),Hip Hop,Slovakia,,,,,,,,,,,,,,,,,,
Jones - Thunder God,2018.0,Bonkar Thunder,Hip Hop,France,,,,,,,,,,,,,,,,,,
Remote Control,2022.0,Gibby Stites,Hip Hop,USA & Canada,,,,,,,,,,,,,,,,,,
Σκάσε,2016.0,Supreme (30),Hip Hop,Greece,,,,,,,,,,,,,,,,,,
Hot Grits!,2003.0,Camoflauge; Micnificent,Hip Hop,US,,,,,,,,,,,,,,,,,,
Kodex² II - Proces Suplement,2004.0,Whitehouse (2),Hip Hop,Poland,,,,,,,,,,,,,,,,,,
Make Some Noiz 101,2020.0,Los Capos (2),Hip Hop,Japan,,,,,,,,,,,,,,,,,,
Let 'Em Know/Pimp Swangin ,1998.0,BHC,Hip Hop,US,,,,,,,,,,,,,,,,,,
Abandoned Tracks Volume 1,2005.0,Saigon,Hip Hop,US,,,,,,,,,,,,,,,,,,
Keep The World Guessin',2004.0,Digitek (2),Hip Hop,UK,,,,,,,,,,,,,,,,,,
Alles Ansichtssache,2007.0,Various,Hip Hop,Europe,,,,,,,,,,,,,,,,,,
Remember Me,2010.0,The Aphilliates; DJ Moondawg; Bump J,Hip Hop,,,,,,,,,,,,,,,,,,,
Underground Hustlin LXII,2017.0,Various,Hip Hop,US,,,,,,,,,,,,,,,,,,
"Yesterday, Today & Tomorrow",2008.0,K-The-I???,Hip Hop,US,,,,,,,,,,,,,,,,,,
Rules,2014.0,Marissa (8); K Camp,Hip Hop,US,,,,,,,,,,,,,,,,,,
How Deep Is Your Hood,1999.0,Damu Ridas,Hip Hop,US,,,,,,,,,,,,,,,,,,
A New Beginning,1996.0,PxMxWx,Hip Hop,USA & Canada,,,,,,,,,,,,,,,,,,
Promise I Will / Money Maker,,Mo-Hen,Hip Hop,US,,,,,,,,,,,,,,,,,,
Bear Witch Project,2003.0,Big Bear (12),Hip Hop,US,,,,,,,,,,,,,,,,,,
Don't Stop Rappin',1985.0,Too Short,Hip Hop,US,,,,,,,,,,,,,,,,,,
Bad Boy The Album Vol. #1,1999.0,Various,Hip Hop,Brazil,,,,,,,,,,,,,,,,,,
Put Up,2020.0,Str3tch (2); G$ Lil Ronnie,Hip Hop,US,,,,,,,,,,,,,,,,,,
Soul Train,2015.0,Isa Blaque,Hip Hop,US,,,,,,,,,,,,,,,,,,
Focused Daily (Advance),1998.0,Defari,Hip Hop,US,,,,,,,,,,,,,,,,,,
Brian Anderson,2020.0,Never Ending Echo,Hip Hop,US,,,,,,,,,,,,,,,,,,
Лучшее ,,25/17,Hip Hop,Russia,,,,,,,,,,,,,,,,,,
Foundation,1998.0,Brand Nubian,Hip Hop,Poland,,,,,,,,,,,,,,,,,,
Savage Mode II,2023.0,21 Savage; Metro Boomin,Hip Hop,Europe,,,,,,,,,,,,,,,,,,
Chunkybutt,1998.0,Partytyme; Half Pint (2),Hip Hop,US,,,,,,,,,,,,,,,,,,
Westside Pharmacy,2013.0,Japhia Life,Hip Hop,US,,,,,,,,,,,,,,,,,,
Foame De Bani,2004.0,La Familia (5),Hip Hop,Romania,,,,,,,,,,,,,,,,,,
Хіп-Хоп Mafia - Ужгородская Бригада,2007.0,Various,Hip Hop,Ukraine,,,,,,,,,,,,,,,,,,
Le Songeur & Milka,2009.0,Le Songeur,Hip Hop,France,,,,,,,,,,,,,,,,,,
Fire,2007.0,Mazy,Hip Hop,Sweden,,,,,,,,,,,,,,,,,,
Nobiltà Di Strada,2007.0,Inoki,Hip Hop,Italy,,,,,,,,,,,,,,,,,,
Look In The Mirror,2010.0,Yo Gotti,Hip Hop,Worldwide,,,,,,,,,,,,,,,,,,
"Vandillism Instrumentals Vol. 1 ""Tha Silent Assassin""",1996.0,E.C Illa,Hip Hop,US,,,,,,,,,,,,,,,,,,
Acrylic,2018.0,Leikeli47,Hip Hop,US,,,,,,,,,,,,,,,,,,
Singles Series Jan-Apr,2014.0,Factor (2); Mikah 9; Paranoid Castle; Awol One; Sunspot Jonz,Hip Hop,US,,,,,,,,,,,,,,,,,,
Esprit D'équipe ,2008.0,OGB; L'Equipe (3),Hip Hop,France,,,,,,,,,,,,,,,,,,
Deeper Underground,2009.0,Amon (10); Fred (107),Hip Hop,Italy,,,,,,,,,,,,,,,,,,
Beauty And The Beat,2005.0,Edan,Hip Hop,Australia,,,,,,,,,,,,,,,,,,
Success The Best Revenge,2006.0,Agerman,Hip Hop,US,,,,,,,,,,,,,,,,,,
Dream Something LP,2012.0,Raiza Biza,Hip Hop,,,,,,,,,,,,,,,,,,,
Positivity,2001.0,Gang Starr,Hip Hop,US,,,,,,,,,,,,,,,,,,
Hayat,1996.0,Granit (5),Hip Hop,Germany,,,,,,,,,,,,,,,,,,
Un Jour Ou L'Autre,2018.0,GLK (3),Hip Hop,France,,,,,,,,,,,,,,,,,,
The Phenominal,1998.0,Sons Of Egypt,Hip Hop,US,,,,,,,,,,,,,,,,,,
The Official Sidekick Mixtape,2003.0,DJ Skee (2),Hip Hop,US,,,,,,,,,,,,,,,,,,
Dillagence,2008.0,DJ Spinna,Hip Hop,US,,,,,,,,,,,,,,,,,,
To April From June LP,2004.0,DJ Hoppa,Hip Hop,USA & Canada,,,,,,,,,,,,,,,,,,
Qurd,2001.0,Dayırman,Hip Hop,Azerbaijan,,,,,,,,,,,,,,,,,,
Pac's Life,2006.0,2Pac,Hip Hop,Romania,,,,,,,,,,,,,,,,,,
Hey Charli,2002.0,Charli Baltimore; Chink Santana,Hip Hop,US,,,,,,,,,,,,,,,,,,
Back2Getha (It's Bin Along Time),2007.0,The SmackDaddy MCz,Hip Hop,UK,,,,,,,,,,,,,,,,,,
Played Like A Piano,1990.0,King Tee; Ice Cube; Breeze (2),Hip Hop,US,,,,,,,,,,,,,,,,,,
Bitte Anschnallen! EP,2004.0,Roman Kutschuk,Hip Hop,Germany,,,,,,,,,,,,,,,,,,
Get Back,2005.0,M.E.D. (2); Medaphoar,Hip Hop,Europe,,,,,,,,,,,,,,,,,,
Rompalation Allstars,2004.0,Various,Hip Hop,US,,,,,,,,,,,,,,,,,,
G.E.D. (Get Every Dollar),,B. Jilla Da Paperboy,Hip Hop,US,,,,,,,,,,,,,,,,,,
Þeyr,2013.0,Emmsjé Gauti,Hip Hop,Iceland,,,,,,,,,,,,,,,,,,
Ho La Hit,2022.0,Ensi; Massimo Pericolo,Hip Hop,Italy,,,,,,,,,,,,,,,,,,
KOK-Tail 3 (Tödliche Mischung),2008.0,King Of Koolness,Hip Hop,Germany,,,,,,,,,,,,,,,,,,
Σεβασμό Στην Κρήτη,2013.0,Various,Hip Hop,Greece,,,,,,,,,,,,,,,,,,
The Bong Song,2006.0,Kingj4life3,Hip Hop,US,,,,,,,,,,,,,,,,,,
Straight Wreckin',1998.0,DJ Screw (2),Hip Hop,US,,,,,,,,,,,,,,,,,,
MaaKunta EP,2008.0,Pahat Sedät,Hip Hop,Finland,,,,,,,,,,,,,,,,,,
Entre Rage Et Sagesse,2007.0,7 II P.O.W,Hip Hop,France,,,,,,,,,,,,,,,,,,
Invitation To Light,2012.0,Ohbliv,Hip Hop,US,,,,,,,,,,,,,,,,,,
My Soul To Keep,2024.0,Sha Stimuli,Hip Hop,US,,,,,,,,,,,,,,,,,,
Brooknam,1997.0,DJ LS One,Hip Hop,US,,,,,,,,,,,,,,,,,,
At All Times,2015.0,Mad One (3); N95,Hip Hop,US,,,,,,,,,,,,,,,,,,
Dreams On A Yacht,2018.0,Bossmann; KingxRiko,Hip Hop,US,,,,,,,,,,,,,,,,,,
La Prune,2016.0,La Prune,Hip Hop,France,,,,,,,,,,,,,,,,,,
World Premier,2019.0,Charlie Prince (3),Hip Hop,US,,,,,,,,,,,,,,,,,,
She Treds Water,2009.0,MC Holy Ghost,Hip Hop,US,,,,,,,,,,,,,,,,,,
Party Monster,2024.0,Adria The Reject,Hip Hop,Italy,,,,,,,,,,,,,,,,,,
TrapStar Turnt PopStar,2019.0,PNB Rock,Hip Hop,Worldwide,,,,,,,,,,,,,,,,,,
Dreamers Take It All,2000.0,IllLogic (2),Hip Hop,Finland,,,,,,,,,,,,,,,,,,
Lauschgift,2009.0,Die Fantastischen Vier,Hip Hop,Germany,,,,,,,,,,,,,,,,,,
Power Rarities,2025.0,Ice-T,Hip Hop,US,,,,,,,,,,,,,,,,,,
Stress (Relax Mix),2003.0,Massive Töne; Fetsum,Hip Hop,Germany,,,,,,,,,,,,,,,,,,
R.N.R. Real Nigga Radio,,Luc Duc,Hip Hop,US,,,,,,,,,,,,,,,,,,
Westland,2018.0,Rich Espy,Hip Hop,US,,,,,,,,,,,,,,,,,,
Zuviel Druck,2021.0,DOP (2); Kraliban,Hip Hop,Germany,,,,,,,,,,,,,,,,,,
Dead Pool,2019.0,29KIIIIIIILLIN; fastriver,Hip Hop,Japan,,,,,,,,,,,,,,,,,,
Part 03 (2008-2009): Cum Tacent Clamat Loudest,2011.0,013 (4),Hip Hop,Greece,,,,,,,,,,,,,,,,,,
Lost M.C.'s,1994.0,Shades Of Reality,Hip Hop,US,,,,,,,,,,,,,,,,,,
AmeriKKKan Korruption Reloaded,2012.0,Capital STEEZ,Hip Hop,US,,,,,,,,,,,,,,,,,,
Sweat / Suit,,Nelly,Hip Hop,,,,,,,,,,,,,,,,,,,
Hustle Music,2013.0,Ric Jilla; Soope,Hip Hop,US,,,,,,,,,,,,,,,,,,
