Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
DM8458002F,180062403,Takoma Park Police Depart,Property Damage Crash,12/14/2018 08:30:00 AM,No,,,,,,,,,,,"700 AUBURN AVE, TAKOMA PARK, MD 20912 
COLLIDED INTO A RESIDENTIAL HOME",,,DRIVER,SINGLE VEHICLE,FOGGY,,DAYLIGHT,,NONE DETECTED,,FIXED OBJECT,,,,,,,38.97681333,-76.99555833,"(38.97681333, -76.99555833)"
MCP003600D3,200013960,Montgomery County Police,Property Damage Crash,03/25/2020 03:21:00 PM,No,County,West,OFF ROAD,2.0,East,0.0,FEET,LEVEL,BRINK RD,STRUC #M0063 GOSHEN BRANCH,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.20475783,-77.18668,"(39.20475783, -77.18668)"
MCP26410014,180050076,Montgomery County Police,Injury Crash,10/06/2018 10:05:00 PM,No,County,North,,2.0,South,0.2,MILE,HILL CREST,DAVIS MILL RD,BLUNT RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,,NONE DETECTED,,OTHER OBJECT,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.20955167,-77.211245,"(39.20955167, -77.211245)"
MCP2950002K,210029658,Montgomery County Police,Property Damage Crash,07/31/2021 12:25:00 AM,No,Maryland (State),North,,2.0,North,0.0,FEET,LEVEL,GERMANTOWN RD,CIDER BARRELL DR,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.19159333,-77.24444667,"(39.19159333, -77.24444667)"
MCP1022007L,170520152,Montgomery County Police,Property Damage Crash,07/20/2017 11:48:00 AM,No,County,North,,2.0,North,300.0,FEET,GRADE DOWNHILL,MUNCASTER RD,ANNAMARIE CT,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16879333,-77.11685333,"(39.16879333, -77.11685333)"
MCP2686006F,230031339,Montgomery County Police,Property Damage Crash,06/30/2023 10:55:00 PM,No,,,,,,,,,,,DRIVEWAY OF 16121 COMUS RD,,,DRIVER,SINGLE VEHICLE,CLEAR,,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,,,,,,39.24428009,-77.33582666,"(39.24428009, -77.33582666)"
MCP3226001J,210024947,Montgomery County Police,Property Damage Crash,06/29/2021 02:52:00 PM,No,,,,,,,,,,,PARKING LOT OF 18115 GEORGIA AVE,,,DRIVER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,,,,,,39.15372583,-77.06614917,"(39.15372583, -77.06614917)"
MCP3002001F,17007443,Montgomery County Police,Injury Crash,02/11/2017 02:58:00 AM,No,Maryland (State),West,,2.0,East,0.0,MILE,GRADE DOWNHILL,RIVER RD,RIVERWOOD DR,,,,DRIVER,SINGLE VEHICLE,CLEAR,"MUD, DIRT, GRAVEL",DARK LIGHTS ON,WARNING SIGN,NONE DETECTED,,OTHER,,,,CURVE LEFT,FOREIGN MATERIAL,"TWO-WAY, NOT DIVIDED",39.029385,-77.22268333,"(39.029385, -77.22268333)"
DD56070041,220048073,Rockville Police Departme,Property Damage Crash,11/01/2022 05:30:00 PM,No,Maryland (State),East,,2.0,West,200.0,FEET,LEVEL,NORBECK RD,AVERY RD,,ROCKVILLE,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED WITH A CONTINUOUS LEFT TURN",39.09249917,-77.12388167,"(39.09249917, -77.12388167)"
MCP1305002X,190005297,Montgomery County Police,Injury Crash,02/02/2019 08:10:00 PM,No,Maryland (State),West,,1.0,East,50.0,FEET,HILL UPHILL,MUNCASTER MILL RD,MEADOWSIDE LA,,,,DRIVER,SINGLE VEHICLE,CLEAR,ICE,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,,OVERTURN,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11826256,-77.10332296,"(39.11826256, -77.10332296)"
MCP2821002C,210024446,Montgomery County Police,Property Damage Crash,06/25/2021 10:43:00 PM,No,County,West,,1.0,North,999.0,FEET,LEVEL,CESSNA AVE,AIRPARK RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OFF ROAD,FIXED OBJECT,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.17225833,-77.161685,"(39.17225833, -77.161685)"
MCP2794001G,170501185,Montgomery County Police,Property Damage Crash,04/09/2017 02:28:00 AM,No,County,West,OFF ROAD,1.0,East,0.0,FEET,LEVEL,BRIGGS CHANEY RD,GOOD HOPE RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,,,ALCOHOL CONTRIBUTED,,FIXED OBJECT,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.10193833,-76.98208667,"(39.10193833, -76.98208667)"
MCP31640041,210004751,Montgomery County Police,Property Damage Crash,02/06/2021 01:35:00 PM,No,Maryland (State),West,,3.0,West,100.0,FEET,GRADE DOWNHILL,VEIRS MILL RD,CLARIDGE RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OVERTURN,FIXED OBJECT,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04876167,-77.06935667,"(39.04876167, -77.06935667)"
MCP2737002W,170546452,Montgomery County Police,Property Damage Crash,12/04/2017 03:40:00 AM,No,Maryland (State),East,,1.0,East,45.0,FEET,HILL CREST,OLNEY LAYTONSVILLE RD,ZION RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.176715,-77.10025333,"(39.176715, -77.10025333)"
MCP2737003C,180057237,Montgomery County Police,Property Damage Crash,11/14/2018 11:30:00 PM,No,Maryland (State),North,,1.0,South,250.0,FEET,DIP SAG,GEORGIA AVE,GREGG RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.19781833,-77.06668833,"(39.19781833, -77.06668833)"
MCP31450045,230059537,Montgomery County Police,Injury Crash,10/09/2023 07:30:00 PM,No,Maryland (State),West,,3.0,East,0.0,FEET,LEVEL,UNIVERSITY BLVD W,BRUNETT AVE,,,OTHER PEDALCYCLIST,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,OTHER PEDALCYCLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02294531,-77.0167265,"(39.02294531, -77.0167265)"
MCP32010029,220006279,Montgomery County Police,Property Damage Crash,02/13/2022 05:06:00 AM,No,Maryland (State),South,,2.0,North,0.0,FEET,LEVEL,FREDERICK RD,WEST OLD BALTIMORE RD,,,,DRIVER,SINGLE VEHICLE,SNOW,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,OTHER NON COLLISION,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.21577998,-77.25247029,"(39.21577998, -77.25247029)"
MCP1438004G,170501574,Montgomery County Police,Injury Crash,04/11/2017 01:09:00 PM,No,Maryland (State),West,,3.0,West,300.0,FEET,GRADE DOWNHILL,INTERCOUNTY CONNECTOR,REDLAND RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OVERTURN,FIXED OBJECT,,,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.13507833,-77.14799333,"(39.13507833, -77.14799333)"
MCP2810002L,230051532,Montgomery County Police,Injury Crash,08/26/2023 06:37:00 PM,No,County,South,,1.0,South,500.0,FEET,LEVEL,MUNCASTER RD,BIRCHWOOD CT,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,,,OVERTURN,,NON INTERSECTION,,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.168895,-77.117017,"(39.168895, -77.117017)"
MCP3246000G,200041545,Montgomery County Police,Injury Crash,10/21/2020 01:32:00 PM,No,County,South,OFF ROAD,1.0,East,0.2,MILE,LEVEL,ROSECROFT RD,OLD MD 28,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,MEDICATION CONTRIBUTED,,OFF ROAD,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.107125,-77.07908,"(39.107125, -77.07908)"
MCP3180002Q,220000194,Montgomery County Police,Injury Crash,01/02/2022 05:10:00 PM,No,County,South,,2.0,South,0.25,MILE,LEVEL,MUNCASTER RD,WILD FLOWER CT,,,,DRIVER,SINGLE VEHICLE,CLEAR,WET,DUSK,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1761293,-77.11847553,"(39.1761293, -77.11847553)"
MCP2899001S,170507679,Montgomery County Police,Injury Crash,05/14/2017 04:10:00 AM,Yes,Maryland (State),East,,2.0,East,0.0,FEET,LEVEL,E RANDOLPH RD,RAMP 6 FR E RANDOLPH EB TO US 29 SB,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,ALCOHOL PRESENT,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,FIVE-POINT OR MORE,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06262283,-76.96332157,"(39.06262283, -76.96332157)"
MCP33040010,220055601,Montgomery County Police,Property Damage Crash,12/15/2022 10:30:00 PM,No,County,North,LEFT TURN LANE,1.0,North,0.0,FEET,LEVEL,FALLS RD,RIVER RD,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01817833,-77.20922333,"(39.01817833, -77.20922333)"
MCP2563000X,190036571,Montgomery County Police,Fatal Crash,07/31/2019 04:52:00 PM,No,Maryland (State),South,,3.0,North,420.0,FEET,LEVEL,OLD GEORGETOWN RD,BEECH AVE,,,BICYCLIST,NONMOTORIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,NONE DETECTED,PEDESTRIAN,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01068724,-77.11552446,"(39.01068724, -77.11552446)"
MCP3153003C,210047447,Montgomery County Police,Property Damage Crash,11/22/2021 01:53:00 PM,No,Maryland (State),North,,3.0,South,200.0,FEET,HILL UPHILL,GEORGIA AVE,NORBECK RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10762667,-77.076215,"(39.10762667, -77.076215)"
MCP2046009F,190001364,Montgomery County Police,Property Damage Crash,01/09/2019 07:13:00 AM,No,US (State),South,OTHER,3.0,North,200.0,FEET,GRADE DOWNHILL,COLUMBIA PIKE,INDUSTRIAL PKWY,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05637,-76.971445,"(39.05637, -76.971445)"
EJ78090028,210015931,Gaithersburg Police Depar,Property Damage Crash,04/29/2021 05:25:00 AM,Yes,County,East,,2.0,West,0.0,FEET,GRADE DOWNHILL,FIELDS RD,SPUR TO SAM EIG HWY,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,FIXED OBJECT,,INTERSECTION,T-INTERSECTION,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.11623842,-77.20758582,"(39.11623842, -77.20758582)"
MCP3360000C,230018223,Montgomery County Police,Injury Crash,04/17/2023 02:02:00 AM,No,County,East,,2.0,South,0.0,FEET,LEVEL,MIDCOUNTY HWY,SHADY GROVE RD,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14073717,-77.15191083,"(39.14073717, -77.15191083)"
MCP94290007,230012837,Montgomery County Police,Injury Crash,03/16/2023 03:31:00 PM,No,,,,,,,,,,,BUS DEPOT,,PEDESTRIAN,NONMOTORIST,SINGLE VEHICLE,CLEAR,,DAYLIGHT,OTHER,,,PEDESTRIAN,,,,,,,38.99089667,-77.02791833,"(38.99089667, -77.02791833)"
MCP2286005P,230066138,Montgomery County Police,Property Damage Crash,11/13/2023 05:50:00 PM,No,County,North,,2.0,South,0.0,FEET,LEVEL,TWINBROOK PKWY,HALPINE RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.070233,-77.1139045,"(39.070233, -77.1139045)"
EJ78890047,230056407,Gaithersburg Police Depar,Property Damage Crash,09/22/2023 11:45:00 PM,No,,,,,,,,,,,THE WOODS NEAR 101 ODENDHAL AVE GAITHERSBURG MD 20877,,,DRIVER,SINGLE VEHICLE,RAINING,,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,,FIXED OBJECT,,,,,,,39.1498213,-77.20469445,"(39.1498213, -77.20469445)"
MCP2516001D,180001599,Montgomery County Police,Property Damage Crash,01/11/2018 05:50:00 AM,No,Maryland (State),South,,1.0,North,500.0,FEET,HILL UPHILL,FREDERICK RD,FOREMAN BLVD,,,,UNKNOWN,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,,,ANIMAL,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18409667,-77.26382167,"(39.18409667, -77.26382167)"
MCP2902001X,170504284,Montgomery County Police,Injury Crash,04/26/2017 10:07:00 AM,No,County,East,,2.0,East,10.0,FEET,HILL CREST,SHAKESPEARE BLVD,SCOTTSBURY DR,,,,UNKNOWN,SINGLE VEHICLE,CLEAR,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,,,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.19761333,-77.23957833,"(39.19761333, -77.23957833)"
MCP26170098,210010236,Montgomery County Police,Property Damage Crash,03/18/2021 07:56:00 PM,No,Maryland (State),North,,2.0,North,100.0,FEET,LEVEL,NEW HAMPSHIRE AVE,GATHERS MEADOW LA,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.21189983,-77.04321517,"(39.21189983, -77.04321517)"
MCP3282001G,220042785,Montgomery County Police,Property Damage Crash,10/01/2022 04:03:00 AM,No,Ramp,North,ON RAMP,1.0,North,30.0,FEET,HILL UPHILL,RAMP 8 FR IS 270 SB TO MD 118 WB,EISENHOWER MEMORIAL HWY,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,EXPLOSION OR FIRE,INTERCHANGE RELATED,OTHER,CURVE LEFT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.18442,-77.25268167,"(39.18442, -77.25268167)"
DD5583008D,230057757,Rockville Police Departme,Injury Crash,11/22/2023 07:27:00 AM,No,Maryland (State),West,,1.0,West,200.0,FEET,HILL UPHILL,VEIRS MILL RD,FIRST ST,,,PEDESTRIAN,DRIVER,SINGLE VEHICLE,CLOUDY,,DAWN,OTHER,NONE DETECTED,NONE DETECTED,PEDESTRIAN,,,,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08069568,-77.14102778,"(39.08069568, -77.14102778)"
MCP2445003M,220015943,Montgomery County Police,Property Damage Crash,04/15/2022 06:41:00 AM,No,Maryland (State),North,,2.0,South,500.0,FEET,LEVEL,RIDGE RD,FREDERICK RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,,,CURVE RIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.2041905,-77.24844867,"(39.2041905, -77.24844867)"
MCP9130003B,170515983,Montgomery County Police,Injury Crash,06/27/2017 10:43:00 AM,No,County,East,,2.0,East,75.0,FEET,LEVEL,WAYNE AVE,FENTON ST,,,PEDESTRIAN,NONMOTORIST,SINGLE VEHICLE,CLEAR,DRY,,,NONE DETECTED,NONE DETECTED,PEDESTRIAN,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99495626,-77.02523232,"(38.99495626, -77.02523232)"
MCP31090043,200009563,Montgomery County Police,Injury Crash,02/26/2020 02:25:00 PM,No,,,,,,,,,,,PARKING LOT OF 9520 GEORGIA AVE,,,DRIVER,SINGLE VEHICLE,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,,,,,,39.0109605,-77.0415735,"(39.0109605, -77.0415735)"
MCP13090011,170544327,Montgomery County Police,Property Damage Crash,11/22/2017 01:55:00 PM,No,Maryland (State),South,,1.0,South,25.0,FEET,LEVEL,FREDERICK RD,BRINK RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,INTERSECTION RELATED,Y-INTERSECTION,CURVE RIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.21387667,-77.24933833,"(39.21387667, -77.24933833)"
MCP2765004L,180033036,Montgomery County Police,Property Damage Crash,07/04/2018 06:00:00 PM,Yes,County,West,OFF ROAD,1.0,West,40.0,FEET,LEVEL,DECLARATION LA,SEVEN LOCKS RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,OFF ROAD,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04457669,-77.16065034,"(39.04457669, -77.16065034)"
MCP2428001C,180050835,Montgomery County Police,Injury Crash,10/11/2018 07:44:00 AM,No,County,East,,1.0,West,0.4,MILE,LEVEL,RIVER RD,HUNTING QUARTER RD,,,,DRIVER,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.082875,-77.386505,"(39.082875, -77.386505)"
MCP1227001B,210012485,Montgomery County Police,Fatal Crash,04/03/2021 05:46:00 PM,No,County,South,,1.0,North,200.0,FEET,GRADE DOWNHILL,GREENCASTLE RD,PRINCE GEORGES CO/L,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,COMBINATION CONTRIBUTED,,FIXED OBJECT,FIXED OBJECT,NON INTERSECTION,,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07688901,-76.92895491,"(39.07688901, -76.92895491)"
MCP0672000K,170514187,Montgomery County Police,Property Damage Crash,06/17/2017 02:52:00 AM,No,Ramp,East,ON RAMP,1.0,East,100.0,FEET,GRADE DOWNHILL,RAMP 4 FR WASHINGTONIAN BLVD TO IS370 EB,WASHINGTONIAN BLVD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,INTERCHANGE RELATED,,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.11762946,-77.20553745,"(39.11762946, -77.20553745)"
MCP24110036,190020451,Montgomery County Police,Injury Crash,05/01/2019 03:32:00 PM,No,County,North,,3.0,South,0.0,FEET,LEVEL,REDLAND RD,ENT SHADY GROVE METRO STATION,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.12058057,-77.15880664,"(39.12058057, -77.15880664)"
MCP29690069,190013699,Montgomery County Police,Property Damage Crash,03/25/2019 09:45:00 AM,No,,,,,,,,,,,PARKING LOT OF 31 NORWOOD ROAD,,,DRIVER,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,,,,,,39.10864167,-77.00257833,"(39.10864167, -77.00257833)"
EJ7826004K,1900188952,Gaithersburg Police Depar,Property Damage Crash,06/06/2019 02:25:00 PM,No,Maryland (State),North,LEFT TURN LANE,1.0,North,0.0,FEET,LEVEL,QUINCE ORCHARD RD,QUINCE ORCHARD BLVD,,GAITHERSBURG,,DRIVER,SINGLE VEHICLE,,,DAYLIGHT,TRAFFIC SIGNAL,,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.13441172,-77.22412061,"(39.13441172, -77.22412061)"
MCP24660027,170540546,Montgomery County Police,Injury Crash,11/02/2017 08:57:00 PM,No,County,West,,3.0,East,200.0,FEET,HILL UPHILL,RANDOLPH RD,MIDDLEVALE LA,,,,UNKNOWN,SINGLE VEHICLE,,DRY,DARK LIGHTS ON,,NONE DETECTED,,ANIMAL,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06492167,-77.039665,"(39.06492167, -77.039665)"
MCP3226003S,230013362,Montgomery County Police,Injury Crash,03/19/2023 06:47:00 PM,No,Maryland (State),North,OFF ROAD,1.0,North,100.0,FEET,HILL UPHILL,LAYHILL RD,CHAPEL HILL RD,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OFF ROAD,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.11522717,-77.03693717,"(39.11522717, -77.03693717)"
MCP30610014,180049709,Montgomery County Police,Property Damage Crash,10/04/2018 09:45:00 PM,No,Maryland (State),South,,2.0,North,0.0,FEET,LEVEL,GREAT SENECA HWY,RICHTER FARM RD,,,,DRIVER,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FIXED OBJECT,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14858962,-77.27649435,"(39.14858962, -77.27649435)"
MCP2496002Z,210029371,Montgomery County Police,Injury Crash,07/29/2021 08:20:00 AM,No,,,,,,,,,,,"15700 RIVER RD, GERMANTOWN, MD, 20874",,,DRIVER,SINGLE VEHICLE,,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OVERTURN,,,,,,,39.07475606,-77.32907909,"(39.07475606, -77.32907909)"
HA2411000K,20002103,Maryland-National Capital,Injury Crash,09/03/2020 12:45:00 AM,No,Government,North,,1.0,South,0.5,MILE,LEVEL,BEACH DR,KNOWLES AVE,,,,DRIVER,SINGLE VEHICLE,FOGGY,WET,DARK NO LIGHTS,,ALCOHOL PRESENT,,OFF ROAD,FIXED OBJECT,NON INTERSECTION,,STRAIGHT,,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.0292575,-77.0874925,"(39.0292575, -77.0874925)"
MCP2348003H,180003730,Montgomery County Police,Injury Crash,01/22/2018 05:36:00 PM,No,County,East,,3.0,East,0.0,FEET,LEVEL,RANDOLPH RD,LIVINGSTON ST,,,PEDESTRIAN,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,UNKNOWN,PEDESTRIAN,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.05841833,-77.05581167,"(39.05841833, -77.05581167)"
MCP3192000H,190053140,Montgomery County Police,Injury Crash,11/04/2019 05:40:00 PM,No,County,North,,1.0,South,100.0,FEET,LEVEL,OLD COLUMBIA PIKE,SHERVIEW LA,,,,DRIVER,SINGLE VEHICLE,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,FIXED OBJECT,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.080975,-76.95444,"(39.080975, -76.95444)"
