Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Hong Kong,Xinda Investment Holdings Limited,Utilities,,,,,,,1281.0,Current,FENG Zhi Dong,Independent Non Executive Director,,2022-10-07,
London,AMIAD WATER SYSTEMS LTD,Utilities,2005-12-5 0:00,Israel,Middle East,AIM,Yes,72.89,,,,,,,
Hong Kong,Power Assets Holdings Limited,Utilities,,,,,,,6.0,Current,BRADLEY Stephen Edward,Independent Non Executive Director,,2022-05-18,
Hong Kong,"CGN New Energy Holdings Co., Ltd.",Utilities,,,,,,,1811.0,Current,LEUNG Chi Ching Frederick,Independent Non Executive Director - A/F,,2014-09-02,
London,AUGEAN PLC,Utilities,2004-12-15 0:00,United Kingdom,Europe,AIM,No,188.21,,,,,,,
Hong Kong,Champion Technology Holdings Limited,Utilities,,,,,,,92.0,Current,CHAN Yik Hei,Independent Non Executive Director,,2017-06-14,
Hong Kong,Capital Environment Holdings Limited,Utilities,,,,,,,3989.0,Current,CAO Fu Guo,Independent Non Executive Director,,2023-05-23,
Hong Kong,Tian Lun Gas Holdings Limited,Utilities,,,,,,,1600.0,Current,CHEN Hong,Non Executive Director,,2021-07-30,
London,RURELEC PLC,Utilities,2006-1-6 0:00,United Kingdom,Europe,AIM,No,4.91,,,,,,,
Hong Kong,"Luzhou Xinglu Water (Group) Co., Ltd.",Utilities,,,,,,,2281.0,Current,CHEN Qi Nan,Executive Director,,2023-12-13,
London,ANGLO-EASTERN PLANTATIONS PLC,Consumer Staples,1985-4-24 0:00,United Kingdom,Europe,MAIN MARKET,No,189.26,,,,,,,
London,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,1994-8-1 0:00,United Kingdom,Europe,MAIN MARKET,No,13438.67,,,,,,,
London,BRITISH AMERICAN TOBACCO PLC,Consumer Staples,1962-1-29 0:00,United Kingdom,Europe,MAIN MARKET,No,56162.88,,,,,,,
London,BRITVIC PLC,Consumer Staples,2005-12-14 0:00,United Kingdom,Europe,MAIN MARKET,No,1969.84,,,,,,,
London,CAMELLIA PLC,Consumer Staples,2014-9-19 0:00,United Kingdom,Europe,AIM,No,180.22,,,,,,,
London,CARR'S GROUP PLC,Consumer Staples,1972-5-17 0:00,United Kingdom,Europe,MAIN MARKET,No,92.47,,,,,,,
London,C&C GROUP PLC,Consumer Staples,2004-5-19 0:00,Ireland,Europe,MAIN MARKET,Yes,503.51,,,,,,,
London,COCA-COLA EUROPEAN PARTNERS PLC,Consumer Staples,2019-3-28 0:00,United Kingdom,Europe,MAIN MARKET,No,12438.2,,,,,,,
London,COCA-COLA HBC AG,Consumer Staples,2013-4-29 0:00,Switzerland,Europe,MAIN MARKET,Yes,6391.27,,,,,,,
London,CRANSWICK PLC,Consumer Staples,1993-7-13 0:00,United Kingdom,Europe,MAIN MARKET,No,1690.84,,,,,,,
London,CREIGHTONS PLC,Consumer Staples,1994-8-30 0:00,United Kingdom,Europe,MAIN MARKET,No,31.4,,,,,,,
London,DEVRO PLC,Consumer Staples,1993-6-30 0:00,United Kingdom,Europe,MAIN MARKET,No,252.09,,,,,,,
London,DIAGEO PLC,Consumer Staples,1952-4-1 0:00,United Kingdom,Europe,MAIN MARKET,No,58443.94,,,,,,,
London,EQUATORIAL PALM OIL PLC,Consumer Staples,2010-2-26 0:00,United Kingdom,Europe,AIM,No,3.42,,,,,,,
London,GLANBIA PLC,Consumer Staples,1988-5-10 0:00,Ireland,Europe,MAIN MARKET,Yes,2165.64,,,,,,,
London,GREENCORE GROUP PLC,Consumer Staples,1991-4-17 0:00,Ireland,Europe,MAIN MARKET,Yes,403.55,,,,,,,
London,GREGGS PLC,Consumer Staples,1984-4-27 0:00,United Kingdom,Europe,MAIN MARKET,No,1304.37,,,,,,,
London,HILTON FOOD GROUP PLC,Consumer Staples,2007-5-17 0:00,United Kingdom,Europe,MAIN MARKET,No,950.28,,,,,,,
London,IMPERIAL BRANDS PLC,Consumer Staples,1996-10-1 0:00,United Kingdom,Europe,MAIN MARKET,No,11584.04,,,,,,,
London,KERRY GROUP PLC,Consumer Staples,1990-4-19 0:00,Ireland,Europe,MAIN MARKET,Yes,16252.62,,,,,,,
London,MCBRIDE PLC,Consumer Staples,1995-7-13 0:00,United Kingdom,Europe,MAIN MARKET,No,112.24,,,,,,,
London,MCCOLL'S RETAIL GROUP PLC,Consumer Staples,2014-2-28 0:00,United Kingdom,Europe,MAIN MARKET,No,23.63,,,,,,,
London,MHP SE,Consumer Staples,2008-5-15 0:00,Luxembourg,Europe,MAIN MARKET,Yes,,,,,,,,
London,MORRISON (WM) SUPERMARKETS PLC,Consumer Staples,1972-11-30 0:00,United Kingdom,Europe,MAIN MARKET,No,3925.37,,,,,,,
London,NICHOLS PLC,Consumer Staples,2004-6-11 0:00,United Kingdom,Europe,AIM,No,446.74,,,,,,,
London,OCADO GROUP PLC,Consumer Staples,2010-7-26 0:00,United Kingdom,Europe,MAIN MARKET,No,17027.1,,,,,,,
London,ORIGIN ENTERPRISES PLC,Consumer Staples,2007-6-5 0:00,Ireland,Europe,AIM,Yes,384.7,,,,,,,
London,PJSC MAGNIT,Consumer Staples,2008-4-22 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
London,PREMIER FOODS PLC,Consumer Staples,2004-7-23 0:00,United Kingdom,Europe,MAIN MARKET,No,787.6,,,,,,,
London,PZ CUSSONS PLC,Consumer Staples,1953-11-26 0:00,United Kingdom,Europe,MAIN MARKET,No,994.64,,,,,,,
London,RECKITT BENCKISER GROUP PLC,Consumer Staples,2007-10-23 0:00,United Kingdom,Europe,MAIN MARKET,No,48379.27,,,,,,,
London,REI AGRO LTD,Consumer Staples,2005-11-18 0:00,India,Asia,MAIN MARKET,Yes,,,,,,,,
London,SAINSBURY (J) PLC,Consumer Staples,1975-7-11 0:00,United Kingdom,Europe,MAIN MARKET,No,4483.42,,,,,,,
London,SCIENCE IN SPORT PLC,Consumer Staples,2013-8-9 0:00,United Kingdom,Europe,AIM,No,43.23,,,,,,,
London,STOCK SPIRITS GROUP PLC,Consumer Staples,2013-10-25 0:00,United Kingdom,Europe,MAIN MARKET,No,424.0,,,,,,,
London,TATA CONSUMER PRODUCTS LIMITED,Consumer Staples,2000-6-5 0:00,India,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,
London,TATE & LYLE PLC,Consumer Staples,1938-12-9 0:00,United Kingdom,Europe,MAIN MARKET,No,2790.48,,,,,,,
London,TESCO PLC,Consumer Staples,1947-12-23 0:00,United Kingdom,Europe,MAIN MARKET,No,20125.64,,,,,,,
London,TOTAL PRODUCE PLC,Consumer Staples,2007-1-2 0:00,Ireland,Europe,AIM,Yes,394.35,,,,,,,
London,UNILEVER PLC,Consumer Staples,1939-8-11 0:00,United Kingdom,Europe,MAIN MARKET,No,51462.09,,,,,,,
London,WYNNSTAY GROUP PLC,Consumer Staples,2004-5-24 0:00,United Kingdom,Europe,AIM,No,57.02,,,,,,,
Hong Kong,"Aeon Stores (Hong Kong) Co., Limited",Consumer Staples,,,,,,,984.0,Current,GOTO Toshiya,Non Executive Director,Chairman,2023-04-01,
Hong Kong,Alpha Professional Holdings Limited,Consumer Staples,,,,,,,948.0,Current,CHEN Jian Guo,Independent Non Executive Director,,2024-07-15,
Hong Kong,Asian Citrus Holdings Limited,Consumer Staples,,,,,,,73.0,Current,BITTL James Francis,Non Executive Director,,2021-06-16,
Hong Kong,BaWang International (Group) Holding Limited,Consumer Staples,,,,,,,1338.0,Current,CHEN Qi Yuan,Executive Director,Chairman,2007-11-12,
Hong Kong,Beijing Jingkelong Company Ltd.,Consumer Staples,,,,,,,814.0,Current,HE Ming Ke,Independent Non Executive Director,,2025-05-16,
Hong Kong,Best Mart 360 Holdings Limited,Consumer Staples,,,,,,,2360.0,Current,CHAN Yuen Sau Kelly,Independent Non Executive Director - A/F,,2023-08-11,
Hong Kong,CEC International Holdings Limited,Consumer Staples,,,,,,,759.0,Current,CHAN Chiu Ying,Independent Non Executive Director - A/F,,2015-02-01,
Hong Kong,Chaoda Modern Agriculture (Holdings) Limited,Consumer Staples,,,,,,,682.0,Current,FUNG Chi Kin,Independent Non Executive Director,,2003-09-01,
Hong Kong,China Mengniu Dairy Company Limited,Consumer Staples,,,,,,,2319.0,Current,GAO Fei,Executive Director,CEO,2024-03-26,
Hong Kong,China Modern Dairy Holdings Ltd.,Consumer Staples,,,,,,,1117.0,Current,CHEN Yi Yi,Non Executive Director,Chairman,2023-01-18,
Hong Kong,China Tobacco International (HK) Company Limited,Consumer Staples,,,,,,,6055.0,Current,CHOW Siu Lui,Independent Non Executive Director - A/F,,2018-12-18,
Hong Kong,China Yurun Food Group Limited,Consumer Staples,,,,,,,1068.0,Current,CHEN Jian Guo,Independent Non Executive Director,,2010-01-08,
Hong Kong,COFCO Joycome Foods Limited,Consumer Staples,,,,,,,1610.0,Current,CHEN Zhi Gang,Non Executive Director,,2024-06-25,
Hong Kong,Convenience Retail Asia Ltd.,Consumer Staples,,,,,,,831.0,Current,FUNG Kwok Lun William,Non Executive Director,Chairman,2001-01-03,
Hong Kong,DaChan Food (Asia) Limited,Consumer Staples,,,,,,,3999.0,Current,CHAO Tien Shin,Non Executive Director,,2007-12-19,
Hong Kong,First Pacific Company Limited,Consumer Staples,,,,,,,142.0,Current,CHEN Kwan Yiu Edward,Independent Non Executive Director,,1993-09-07,
Hong Kong,Fufeng Group Limited,Consumer Staples,,,,,,,546.0,Current,LAU Chung Wai,Independent Non Executive Director - A/F,,2019-06-12,
Hong Kong,Golden Resources Development International Limited,Consumer Staples,,,,,,,677.0,Current,LAM Kin Fung Jeffrey,Independent Non Executive Director,,2024-04-02,
Hong Kong,Hengan International Group Company Limited,Consumer Staples,,,,,,,1044.0,Current,CHEN Chuang,Independent Non Executive Director,,2022-05-20,
Hong Kong,Huayu Expressway Group Ltd.,Consumer Staples,,,,,,,1823.0,Current,CHAN Yeung Nam,Executive Director,Chairman,2009-04-21,
Hong Kong,Hung Fook Tong Group Holdings Limited,Consumer Staples,,,,,,,1446.0,Current,LOOK Andrew,Independent Non Executive Director,,2014-06-11,
Hong Kong,Ming Fai International Holdings Limited,Consumer Staples,,,,,,,3828.0,Current,CHAN Yim Ching,Non Executive Director,,2015-08-27,
Hong Kong,MIXUE Group,Consumer Staples,,,,,,,2097.0,Current,CAI Wei Miao,Executive Director,,2023-12-18,
Hong Kong,Natural Food International Holding Limited,Consumer Staples,,,,,,,1837.0,Current,GUI Chang Qing,Executive Director,Chairman,2009-11-30,
Hong Kong,Nissin Foods Company Limited,Consumer Staples,,,,,,,1475.0,Current,ANDO Kiyotaka,Executive Director,"Chairman, CEO",2009-03-23,
Hong Kong,"Nongfu Spring Co., Ltd.",Consumer Staples,,,,,,,9633.0,Current,GU Zhao Yang,Independent Non Executive Director - A/F,,2025-05-20,
Hong Kong,Ocean One Holding Ltd.,Consumer Staples,,,,,,,9876.0,Current,CHAN Kin Fung,Executive Director,"Chairman, CEO",2017-04-18,
Hong Kong,S&P International Holding Limited,Consumer Staples,,,,,,,1695.0,Current,ENG Hup Tat,Independent Non Executive Director,,2023-05-29,
Hong Kong,San Miguel Brewery Hong Kong Limited,Consumer Staples,,,,,,,236.0,Current,ANG Ramon,Non Executive Director,Chairman,1998-11-27,
Hong Kong,Star Plus Legend Holdings Limited,Consumer Staples,,,,,,,6683.0,Current,CHEN Chung,Non Executive Director,,2021-09-13,
Hong Kong,Tsingtao Brewery Company Limited,Consumer Staples,,,,,,,168.0,Current,HOU Qiu Yan,Executive Director,,2022-07-18,
Hong Kong,Vitasoy International Holdings Limited,Consumer Staples,,,,,,,345.0,Current,BROUGH Paul Jeremy,Independent Non Executive Director - A/F,,2016-09-03,
Hong Kong,WH Group Limited,Consumer Staples,,,,,,,288.0,Current,GUO Li Jun,Executive Director,CEO,2013-12-31,
Hong Kong,Wine’s Link International Holdings Limited,Consumer Staples,,,,,,,8509.0,Current,CHAN Cham Man Simon,Independent Non Executive Director - A/F,,2021-12-01,
Hong Kong,Winning Tower Group Holdings Limited,Consumer Staples,,,,,,,8362.0,Current,CHAU Chun Wai,Independent Non Executive Director,,2017-06-05,
Hong Kong,Amrita Global Development Limited,Consumer Staples,,,,,,,6836.0,Delisted,LAU Chui Ping Soey,Independent Non Executive Director - A/F,,2024-04-30,2025-01-09
Hong Kong,Ritamix Global Limited,Consumer Staples,,,,,,,1936.0,Current,LEE Haw Shyang,Non Executive Director,,2018-12-18,
Hong Kong,Four Seas Mercantile Holdings Limited,Consumer Staples,,,,,,,374.0,Current,CHAN Yuk Sang Peter,Independent Non Executive Director,,2000-07-27,
Hong Kong,Soft International Group Ltd,Consumer Staples,,,,,,,2569.0,Current,CAI Hao,Non Executive Director,,2024-05-08,
London,MEIKLES LIMITED,Consumer Staples,1943-11-24 0:00,Zimbabwe,Africa,MAIN MARKET,Yes,,,,,,,,
Hong Kong,Changmao Biochemical Engineering Company Limited,Consumer Staples,,,,,,,954.0,Current,CHENG Mun Wah,Independent Non Executive Director - A/F,,2022-07-01,
Hong Kong,Dekon Food And Agriculture Group,Consumer Staples,,,,,,,2419.0,Current,FUNG Che Wai Anthony,Independent Non Executive Director - A/F,,2023-10-31,
London,GUSBOURNE PLC,Consumer Staples,2008-5-7 0:00,United Kingdom,Europe,AIM,No,26.73,,,,,,,
Hong Kong,Sunlight (1977) Holdings Limited,Consumer Staples,,,,,,,8451.0,Current,CHUA Liang Chui,Executive Director,,2017-10-30,
Hong Kong,YuanShengTai Dairy Farm Limited,Consumer Staples,,,,,,,1431.0,Current,CAI Fang Liang,Non Executive Director,,2020-12-03,
Hong Kong,Zhou Hei Ya International Holdings Company Limited,Consumer Staples,,,,,,,1458.0,Current,CHAN Kam Ching Paul,Independent Non Executive Director,,2016-10-24,
Hong Kong,China Agri-Products Exchange Limited,Consumer Staples,,,,,,,149.0,Current,LAU King Lung,Independent Non Executive Director,,2013-05-16,
Hong Kong,Budweiser Brewing Company APAC Limited,Consumer Staples,,,,,,,1876.0,Current,BARRETT Katherine Beimdiek,Alternate Director,,2025-05-15,
London,UNIPHAR PLC,Consumer Staples,2019-7-17 0:00,Ireland,Europe,AIM,Yes,582.92,,,,,,,
Hong Kong,Shenzhen Pagoda Industrial (Group) Corporation Limited,Consumer Staples,,,,,,,2411.0,Current,CHEUNG Yee Tak Jonathan,Independent Non Executive Director,,2022-01-01,
Hong Kong,Want Want China Holdings Limited,Consumer Staples,,,,,,,151.0,Current,CHENG Wen Hsien,Non Executive Director,,2007-11-12,
Hong Kong,Asia Cassava Resources Holdings Limited,Consumer Staples,,,,,,,841.0,Current,CHU Ming Chuan,Executive Director,Chairman,2008-05-08,
Hong Kong,China Ludao Technology Company Limited,Consumer Staples,,,,,,,2023.0,Current,CHAN Yin Tsung Chris,Independent Non Executive Director - A/F,,2016-11-01,
London,BAKKAVOR GROUP PLC,Consumer Staples,2017-11-3 0:00,United Kingdom,Europe,MAIN MARKET,No,341.86,,,,,,,
Hong Kong,IFBH Limited,Consumer Staples,,,,,,,6603.0,Current,BURANASIN Pathamakorn,Independent Non Executive Director,,2025-04-03,
Hong Kong,Huabao International Holdings Limited,Consumer Staples,,,,,,,336.0,Current,CHOY Man Har,Executive Director,,2022-02-14,
Hong Kong,Jiangsu Horizon Chain Supermarket Company Limited,Consumer Staples,,,,,,,2625.0,Current,GAO Feng,Executive Director,Chairman,2005-10-19,
London,UKRPRODUCT GROUP LIMITED,Consumer Staples,2005-2-11 0:00,Jersey,Europe,AIM,No,2.18,,,,,,,
London,INNOVADERMA PLC,Consumer Staples,2016-9-7 0:00,United Kingdom,Europe,MAIN MARKET,No,9.13,,,,,,,
London,LENTA PLC,Consumer Staples,2014-3-5 0:00,British Virgin Islands,North America,MAIN MARKET,Yes,,,,,,,,
London,FEVERTREE DRINKS PLC,Consumer Staples,2014-11-7 0:00,United Kingdom,Europe,AIM,No,2347.77,,,,,,,
Hong Kong,Swang Chai Chuan Limited,Consumer Staples,,,,,,,2321.0,Current,LEE Teck Hoe,Independent Non Executive Director - A/F,,2025-08-01,
Hong Kong,China Beidahuang Industry Group Holdings Limited,Consumer Staples,,,,,,,39.0,Current,CHEN Chen,Executive Director,,2021-09-27,
London,FINSBURY FOOD GROUP PLC,Consumer Staples,2007-2-23 0:00,United Kingdom,Europe,AIM,No,73.01,,,,,,,
Hong Kong,Yihai International Holding Ltd.,Consumer Staples,,,,,,,1579.0,Current,CUI Jin,Independent Non Executive Director - A/F,,2024-03-26,
Hong Kong,Hua Lien International (Holding) Company Limited,Consumer Staples,,,,,,,969.0,Current,CHENG King Yip,Independent Non Executive Director - A/F,,2025-08-28,
Hong Kong,"Sichuan Baicha Baidao Industrial Co., Ltd.",Consumer Staples,,,,,,,2555.0,Current,CHEN Da,Non Executive Director,,2023-05-22,
Hong Kong,Hyfusin Group Holdings Limited,Consumer Staples,,,,,,,8512.0,Current,CHAN Cheong Tat,Independent Non Executive Director - A/F,,2018-06-23,
Hong Kong,B & S International Holdings Ltd.,Consumer Staples,,,,,,,1705.0,Current,CHAN Kam Chuen Andrew,Executive Director,"Chairman, CEO",2017-08-21,
London,ACCROL GROUP HOLDINGS PLC,Consumer Staples,2016-6-10 0:00,United Kingdom,Europe,AIM,No,86.88,,,,,,,
Hong Kong,"Fujing Holdings Co., Limited",Consumer Staples,,,,,,,2497.0,Current,CUI Wei,Executive Director,,2020-05-27,
